season,week,home,win,Clemson_points,opp,opp_points,opp_games,games,opp_fourthDowns,opp_thirdDownConversions,opp_interceptionYards,opp_penaltyYards,opp_fumblesLost,opp_rushingTDs,opp_passesIntercepted,opp_puntReturns,opp_totalYards,opp_puntReturnTDs,opp_fourthDownConversions,opp_interceptionTDs,opp_rushingYards,opp_possessionTime,opp_puntReturnYards,opp_passCompletions,opp_interceptions,opp_thirdDowns,opp_turnovers,opp_firstDowns,opp_passingTDs,opp_penalties,opp_netPassingYards,opp_fumblesRecovered,opp_rushingAttempts,opp_passAttempts,netPassingYards,thirdDownConversions,possessionTime,passingTDs,fumblesRecovered,firstDowns,puntReturnTDs,totalYards,penalties,puntReturnYards,penaltyYards,passAttempts,passCompletions,turnovers,thirdDowns,rushingTDs,puntReturns,interceptions,rushingYards,fumblesLost,fourthDowns,rushingAttempts,fourthDownConversions,interceptionTDs,interceptionYards,passesIntercepted,opp_kickReturnTDs,opp_kickReturns,opp_kickReturnYards,kickReturnYards,kickReturnTDs,kickReturns,opp_tacklesForLoss,opp_sacks,tacklesForLoss,sacks
2020,10,False,False,40,Notre Dame,47,12,7.0,17.0,81.0,68.0,456.0,8.0,33.0,7.0,14.0,5386.0,2.0,11.0,0.0,2537.0,24357.0,128.0,231.0,3.0,167.0,11.0,290.0,15.0,53.0,2849.0,10.0,506.0,362.0,2390.0,56.0,13368.0,21.0,4.0,181.0,0.0,3558.0,40.0,114.0,357.0,285.0,192.0,7.0,111.0,19.0,11.0,3.0,1168.0,4.0,9.0,260.0,7.0,0.0,108.0,9.0,0.0,23.0,492.0,239.0,0.0,9.0,87.0,29.0,65.0,28.0
2020,13,True,True,52,Pittsburgh,17,11,8.0,18.0,63.0,150.0,753.0,4.0,20.0,14.0,19.0,4200.0,1.0,9.0,1.0,1343.0,20552.0,179.0,246.0,12.0,173.0,16.0,226.0,14.0,86.0,2857.0,5.0,388.0,426.0,2829.0,60.0,15124.0,23.0,5.0,203.0,0.0,4031.0,44.0,114.0,403.0,329.0,221.0,10.0,126.0,21.0,11.0,3.0,1202.0,7.0,11.0,293.0,8.0,0.0,108.0,9.0,0.0,17.0,370.0,320.0,0.0,14.0,110.0,45.0,73.0,30.0
2020,14,False,True,45,Virginia Tech,10,11,9.0,12.0,51.0,140.0,514.0,8.0,27.0,12.0,17.0,4860.0,0.0,7.0,0.0,2648.0,19894.0,66.0,157.0,6.0,133.0,14.0,246.0,13.0,58.0,2212.0,5.0,472.0,253.0,3265.0,67.0,17316.0,26.0,6.0,230.0,0.0,4612.0,52.0,114.0,458.0,381.0,256.0,11.0,144.0,25.0,11.0,3.0,1347.0,8.0,12.0,331.0,9.0,0.0,121.0,13.0,0.0,23.0,546.0,340.0,0.0,15.0,75.0,36.0,81.0,36.0
2020,16,False,True,34,Notre Dame,10,12,10.0,17.0,81.0,68.0,456.0,8.0,33.0,7.0,14.0,5386.0,2.0,11.0,0.0,2537.0,24357.0,128.0,231.0,3.0,167.0,11.0,290.0,15.0,53.0,2849.0,10.0,506.0,362.0,3460.0,70.0,18642.0,27.0,9.0,249.0,0.0,5045.0,56.0,121.0,488.0,403.0,268.0,12.0,153.0,29.0,12.0,4.0,1585.0,8.0,12.0,361.0,9.0,0.0,121.0,13.0,0.0,23.0,492.0,340.0,0.0,15.0,87.0,29.0,93.0,38.0
2021,3,True,True,14,Georgia Tech,8,12,2.0,23.0,58.0,6.0,609.0,5.0,15.0,3.0,17.0,4403.0,0.0,10.0,0.0,2028.0,21029.0,65.0,205.0,10.0,163.0,15.0,226.0,18.0,72.0,2375.0,11.0,444.0,342.0,440.0,13.0,3279.0,2.0,1.0,40.0,0.0,684.0,12.0,51.0,94.0,76.0,42.0,4.0,29.0,5.0,4.0,3.0,244.0,1.0,1.0,59.0,0.0,0.0,40.0,2.0,1.0,37.0,732.0,65.0,0.0,3.0,61.0,20.0,14.0,2.0
2021,4,False,False,21,NC State,27,12,3.0,12.0,68.0,73.0,774.0,5.0,11.0,15.0,21.0,4975.0,1.0,5.0,1.0,1514.0,22511.0,188.0,288.0,6.0,170.0,11.0,256.0,35.0,89.0,3461.0,2.0,372.0,443.0,566.0,22.0,5069.0,2.0,1.0,59.0,0.0,968.0,20.0,61.0,160.0,101.0,60.0,5.0,44.0,7.0,5.0,3.0,402.0,2.0,2.0,100.0,0.0,0.0,40.0,3.0,2.0,21.0,644.0,65.0,0.0,3.0,79.0,34.0,22.0,6.0
2021,5,True,True,19,Boston College,13,12,4.0,21.0,64.0,27.0,596.0,7.0,21.0,10.0,16.0,4204.0,0.0,12.0,1.0,1987.0,21745.0,79.0,169.0,11.0,159.0,18.0,231.0,13.0,65.0,2217.0,7.0,475.0,304.0,677.0,24.0,6161.0,4.0,2.0,69.0,0.0,1182.0,33.0,62.0,254.0,127.0,72.0,6.0,55.0,8.0,7.0,4.0,505.0,2.0,3.0,123.0,0.0,0.0,40.0,3.0,1.0,24.0,596.0,65.0,0.0,3.0,56.0,20.0,28.0,9.0
2021,7,False,True,17,Syracuse,14,12,5.0,17.0,51.0,32.0,692.0,6.0,28.0,4.0,23.0,4398.0,1.0,9.0,0.0,2562.0,21063.0,241.0,156.0,6.0,156.0,12.0,234.0,10.0,84.0,1836.0,3.0,491.0,287.0,884.0,27.0,7942.0,4.0,3.0,87.0,0.0,1620.0,39.0,77.0,314.0,155.0,85.0,6.0,69.0,9.0,8.0,4.0,736.0,2.0,4.0,163.0,0.0,0.0,42.0,5.0,0.0,36.0,752.0,123.0,0.0,6.0,84.0,37.0,37.0,13.0
2021,8,False,False,17,Pittsburgh,27,14,6.0,25.0,90.0,265.0,895.0,7.0,26.0,16.0,30.0,6830.0,0.0,17.0,4.0,2107.0,25980.0,278.0,367.0,8.0,204.0,15.0,362.0,44.0,94.0,4723.0,10.0,525.0,544.0,1082.0,32.0,9921.0,5.0,3.0,107.0,0.0,1934.0,46.0,77.0,374.0,191.0,107.0,6.0,84.0,10.0,11.0,4.0,852.0,2.0,5.0,200.0,1.0,0.0,49.0,6.0,1.0,19.0,445.0,170.0,0.0,8.0,113.0,54.0,43.0,15.0
2021,9,True,True,30,Florida State,20,12,7.0,21.0,52.0,150.0,750.0,9.0,21.0,14.0,17.0,4553.0,0.0,7.0,1.0,2134.0,20403.0,71.0,209.0,12.0,153.0,21.0,247.0,20.0,83.0,2419.0,7.0,446.0,340.0,1233.0,36.0,11354.0,5.0,4.0,126.0,0.0,2249.0,51.0,77.0,420.0,223.0,122.0,8.0,95.0,12.0,11.0,6.0,1016.0,2.0,5.0,230.0,1.0,0.0,49.0,6.0,0.0,27.0,509.0,277.0,0.0,12.0,86.0,33.0,46.0,17.0
2021,10,False,True,30,Louisville,24,13,8.0,27.0,70.0,161.0,714.0,7.0,29.0,10.0,15.0,5802.0,1.0,14.0,1.0,2728.0,23827.0,157.0,221.0,6.0,176.0,13.0,274.0,21.0,80.0,3074.0,7.0,504.0,364.0,1422.0,40.0,13219.0,6.0,7.0,148.0,0.0,2626.0,57.0,94.0,445.0,254.0,141.0,11.0,109.0,14.0,12.0,7.0,1204.0,4.0,5.0,273.0,1.0,0.0,49.0,6.0,1.0,31.0,732.0,319.0,0.0,14.0,80.0,32.0,55.0,22.0
2021,11,True,True,44,UConn,7,12,9.0,29.0,42.0,49.0,585.0,5.0,8.0,10.0,13.0,3181.0,0.0,11.0,1.0,1215.0,18592.0,150.0,208.0,17.0,179.0,22.0,173.0,11.0,80.0,1966.0,6.0,377.0,407.0,1642.0,45.0,14870.0,8.0,7.0,170.0,0.0,2971.0,60.0,94.0,475.0,285.0,159.0,12.0,123.0,15.0,14.0,7.0,1329.0,5.0,6.0,309.0,1.0,0.0,49.0,6.0,2.0,57.0,1125.0,419.0,0.0,17.0,63.0,13.0,64.0,26.0
2021,12,True,True,48,Wake Forest,27,14,10.0,20.0,115.0,177.0,737.0,5.0,31.0,15.0,25.0,6550.0,0.0,12.0,1.0,2247.0,24118.0,286.0,302.0,15.0,231.0,20.0,354.0,39.0,81.0,4303.0,16.0,565.0,519.0,1989.0,50.0,17076.0,10.0,7.0,196.0,0.0,3447.0,65.0,96.0,522.0,342.0,186.0,14.0,145.0,18.0,16.0,8.0,1458.0,6.0,12.0,351.0,6.0,0.0,51.0,8.0,1.0,28.0,567.0,451.0,0.0,18.0,97.0,38.0,73.0,32.0
2021,13,False,True,30,South Carolina,0,13,11.0,28.0,60.0,296.0,597.0,13.0,9.0,15.0,12.0,4388.0,0.0,14.0,3.0,1773.0,23417.0,80.0,211.0,11.0,170.0,24.0,227.0,22.0,76.0,2615.0,13.0,467.0,360.0,2199.0,57.0,19108.0,12.0,9.0,221.0,0.0,3990.0,69.0,96.0,552.0,362.0,198.0,17.0,156.0,22.0,17.0,9.0,1791.0,8.0,13.0,405.0,7.0,0.0,51.0,9.0,0.0,21.0,479.0,496.0,0.0,20.0,63.0,26.0,83.0,39.0
2022,3,True,True,48,Louisiana Tech,20,12,2.0,29.0,65.0,135.0,767.0,6.0,14.0,11.0,21.0,4712.0,0.0,13.0,2.0,1505.0,21663.0,253.0,254.0,19.0,177.0,25.0,233.0,25.0,81.0,3207.0,19.0,400.0,434.0,488.0,12.0,3362.0,4.0,2.0,44.0,0.0,754.0,9.0,52.0,55.0,69.0,45.0,3.0,26.0,6.0,7.0,1.0,266.0,2.0,2.0,68.0,2.0,0.0,0.0,2.0,0.0,36.0,745.0,,,,55.0,16.0,19.0,4.0
2022,4,False,True,51,Wake Forest,45,13,3.0,30.0,86.0,88.0,530.0,6.0,17.0,7.0,18.0,5766.0,0.0,15.0,2.0,1711.0,22196.0,134.0,302.0,13.0,185.0,19.0,328.0,43.0,62.0,4055.0,12.0,502.0,474.0,729.0,19.0,5246.0,6.0,3.0,69.0,0.0,1275.0,15.0,52.0,115.0,104.0,65.0,4.0,41.0,10.0,9.0,1.0,546.0,3.0,3.0,107.0,3.0,0.0,13.0,5.0,0.0,17.0,339.0,22.0,0.0,1.0,77.0,28.0,26.0,5.0
2022,5,True,True,30,NC State,20,13,4.0,20.0,71.0,172.0,752.0,8.0,8.0,19.0,21.0,4418.0,1.0,8.0,1.0,1479.0,24481.0,160.0,269.0,8.0,196.0,16.0,265.0,23.0,95.0,2939.0,3.0,442.0,471.0,1100.0,35.0,7500.0,11.0,3.0,94.0,0.0,1834.0,25.0,52.0,235.0,145.0,91.0,4.0,64.0,11.0,10.0,1.0,734.0,3.0,3.0,153.0,3.0,0.0,13.0,5.0,0.0,19.0,438.0,88.0,0.0,5.0,85.0,28.0,32.0,8.0
2022,6,False,True,31,Boston College,3,12,5.0,18.0,57.0,87.0,582.0,12.0,6.0,7.0,14.0,3733.0,0.0,8.0,0.0,768.0,21062.0,85.0,262.0,14.0,174.0,26.0,201.0,21.0,72.0,2965.0,9.0,363.0,440.0,1309.0,41.0,9500.0,12.0,4.0,114.0,0.0,2188.0,34.0,67.0,330.0,175.0,112.0,4.0,78.0,13.0,12.0,1.0,879.0,3.0,3.0,191.0,3.0,0.0,17.0,6.0,0.0,30.0,623.0,110.0,0.0,6.0,82.0,26.0,37.0,11.0
2022,7,False,True,34,Florida State,28,13,6.0,23.0,86.0,10.0,753.0,7.0,33.0,8.0,23.0,6295.0,0.0,8.0,0.0,2783.0,24198.0,237.0,249.0,7.0,168.0,14.0,315.0,28.0,86.0,3512.0,10.0,509.0,395.0,1529.0,46.0,11185.0,15.0,6.0,132.0,0.0,2552.0,36.0,73.0,340.0,206.0,130.0,5.0,92.0,14.0,16.0,2.0,1023.0,3.0,3.0,223.0,3.0,0.0,17.0,6.0,1.0,17.0,389.0,110.0,0.0,7.0,78.0,38.0,48.0,15.0
2022,8,True,True,27,Syracuse,21,13,7.0,12.0,56.0,86.0,823.0,4.0,21.0,10.0,25.0,4871.0,0.0,5.0,2.0,1860.0,22022.0,195.0,228.0,9.0,151.0,13.0,263.0,19.0,112.0,3011.0,12.0,443.0,370.0,1732.0,55.0,13059.0,18.0,7.0,150.0,0.0,2922.0,44.0,73.0,412.0,229.0,145.0,5.0,109.0,15.0,16.0,2.0,1190.0,3.0,4.0,267.0,4.0,0.0,17.0,6.0,0.0,20.0,502.0,179.0,0.0,8.0,76.0,33.0,57.0,17.0
2022,10,False,False,14,Notre Dame,35,13,8.0,16.0,83.0,132.0,550.0,7.0,25.0,10.0,29.0,5151.0,1.0,7.0,2.0,2458.0,25092.0,286.0,211.0,11.0,176.0,18.0,281.0,25.0,60.0,2693.0,8.0,531.0,338.0,1889.0,60.0,15093.0,18.0,7.0,177.0,0.0,3372.0,50.0,97.0,462.0,254.0,160.0,9.0,124.0,18.0,19.0,4.0,1483.0,5.0,7.0,327.0,6.0,0.0,17.0,7.0,0.0,18.0,347.0,232.0,0.0,10.0,78.0,37.0,66.0,22.0
2022,11,True,True,31,Louisville,16,13,9.0,30.0,67.0,214.0,858.0,11.0,25.0,15.0,28.0,5285.0,0.0,12.0,2.0,2613.0,23328.0,141.0,218.0,12.0,177.0,23.0,264.0,13.0,90.0,2672.0,19.0,519.0,368.0,2080.0,64.0,16713.0,19.0,7.0,198.0,0.0,3653.0,57.0,97.0,517.0,294.0,187.0,11.0,135.0,19.0,19.0,6.0,1573.0,5.0,8.0,352.0,6.0,0.0,17.0,7.0,1.0,17.0,371.0,253.0,0.0,12.0,93.0,48.0,70.0,23.0
2022,12,True,True,40,Miami,10,12,10.0,22.0,67.0,136.0,715.0,13.0,12.0,13.0,13.0,4416.0,0.0,9.0,2.0,1537.0,22111.0,125.0,256.0,12.0,166.0,25.0,254.0,18.0,84.0,2879.0,12.0,414.0,413.0,2271.0,68.0,18624.0,20.0,8.0,224.0,0.0,4092.0,61.0,120.0,542.0,322.0,207.0,14.0,148.0,22.0,21.0,6.0,1821.0,8.0,8.0,397.0,6.0,0.0,18.0,8.0,1.0,35.0,930.0,253.0,0.0,12.0,83.0,37.0,79.0,27.0
2022,13,True,False,30,South Carolina,31,13,11.0,21.0,62.0,299.0,814.0,13.0,27.0,15.0,19.0,4934.0,2.0,13.0,2.0,1555.0,22366.0,278.0,281.0,14.0,159.0,27.0,246.0,23.0,88.0,3379.0,11.0,410.0,419.0,2511.0,82.0,20919.0,22.0,9.0,251.0,0.0,4539.0,63.0,156.0,561.0,358.0,231.0,17.0,167.0,25.0,25.0,7.0,2028.0,10.0,8.0,445.0,6.0,0.0,20.0,9.0,1.0,23.0,578.0,277.0,0.0,14.0,56.0,20.0,86.0,32.0
2022,14,False,True,39,North Carolina,10,14,12.0,35.0,93.0,107.0,774.0,7.0,24.0,9.0,16.0,6478.0,0.0,25.0,0.0,2148.0,25136.0,213.0,344.0,7.0,201.0,14.0,344.0,38.0,86.0,4330.0,6.0,509.0,525.0,2610.0,89.0,22532.0,23.0,9.0,268.0,0.0,4875.0,66.0,192.0,584.0,387.0,239.0,20.0,183.0,27.0,28.0,8.0,2265.0,12.0,8.0,482.0,6.0,1.0,55.0,11.0,1.0,23.0,523.0,304.0,0.0,16.0,48.0,17.0,97.0,35.0
2023,3,True,True,48,Florida Atlantic,14,12,2.0,34.0,57.0,99.0,400.0,2.0,16.0,10.0,15.0,3969.0,1.0,13.0,2.0,1383.0,19734.0,282.0,265.0,15.0,168.0,17.0,215.0,19.0,41.0,2586.0,8.0,369.0,412.0,614.0,13.0,4134.0,6.0,2.0,65.0,0.0,1101.0,5.0,32.0,35.0,88.0,63.0,5.0,27.0,3.0,4.0,2.0,487.0,3.0,5.0,82.0,2.0,1.0,35.0,1.0,0.0,27.0,449.0,39.0,0.0,3.0,83.0,28.0,10.0,2.0
2023,4,True,False,24,Florida State,31,14,3.0,21.0,66.0,53.0,792.0,5.0,32.0,10.0,26.0,5610.0,0.0,10.0,1.0,2102.0,24689.0,298.0,260.0,4.0,182.0,9.0,274.0,25.0,85.0,3508.0,7.0,463.0,433.0,818.0,19.0,5687.0,9.0,3.0,85.0,0.0,1468.0,10.0,90.0,90.0,121.0,83.0,6.0,39.0,6.0,7.0,2.0,650.0,4.0,6.0,115.0,2.0,2.0,140.0,4.0,1.0,17.0,407.0,89.0,0.0,5.0,98.0,46.0,20.0,4.0
2023,5,False,True,31,Syracuse,14,13,4.0,20.0,70.0,215.0,801.0,9.0,20.0,9.0,27.0,4467.0,0.0,10.0,3.0,2230.0,22057.0,272.0,191.0,15.0,179.0,24.0,232.0,17.0,95.0,2237.0,13.0,530.0,315.0,1101.0,25.0,7763.0,10.0,3.0,110.0,0.0,1897.0,16.0,111.0,140.0,159.0,108.0,7.0,53.0,8.0,9.0,2.0,796.0,5.0,8.0,156.0,3.0,2.0,140.0,4.0,0.0,21.0,381.0,135.0,0.0,7.0,78.0,29.0,25.0,6.0
2023,6,True,True,17,Wake Forest,12,12,5.0,19.0,55.0,141.0,466.0,10.0,13.0,8.0,16.0,3917.0,0.0,8.0,0.0,1565.0,20950.0,148.0,192.0,12.0,161.0,22.0,239.0,14.0,49.0,2352.0,8.0,468.0,321.0,1364.0,32.0,9764.0,12.0,5.0,131.0,0.0,2286.0,22.0,111.0,194.0,196.0,131.0,8.0,69.0,10.0,9.0,2.0,922.0,6.0,9.0,191.0,3.0,2.0,140.0,5.0,1.0,23.0,528.0,135.0,0.0,7.0,69.0,23.0,31.0,11.0
2023,8,False,False,20,Miami,28,13,6.0,21.0,67.0,118.0,751.0,8.0,24.0,12.0,12.0,5605.0,0.0,11.0,1.0,2251.0,24860.0,79.0,283.0,14.0,164.0,22.0,285.0,23.0,79.0,3354.0,6.0,440.0,436.0,1495.0,38.0,11645.0,12.0,6.0,150.0,0.0,2624.0,28.0,111.0,263.0,224.0,149.0,10.0,84.0,12.0,11.0,2.0,1129.0,8.0,11.0,233.0,5.0,2.0,140.0,5.0,1.0,33.0,791.0,135.0,0.0,7.0,83.0,34.0,39.0,15.0
2023,9,False,False,17,NC State,24,13,7.0,15.0,75.0,178.0,602.0,3.0,19.0,17.0,17.0,4555.0,0.0,9.0,2.0,2036.0,25313.0,171.0,224.0,12.0,188.0,15.0,241.0,19.0,75.0,2519.0,8.0,478.0,379.0,1809.0,42.0,12995.0,14.0,6.0,169.0,0.0,2969.0,35.0,111.0,301.0,258.0,167.0,13.0,98.0,12.0,11.0,3.0,1160.0,10.0,12.0,267.0,5.0,2.0,140.0,6.0,1.0,24.0,537.0,160.0,0.0,8.0,76.0,33.0,48.0,15.0
2023,10,True,True,31,Notre Dame,23,13,8.0,17.0,66.0,252.0,623.0,8.0,28.0,16.0,15.0,5619.0,1.0,10.0,2.0,2414.0,24019.0,168.0,227.0,9.0,146.0,17.0,273.0,31.0,69.0,3205.0,8.0,457.0,351.0,2072.0,49.0,15016.0,14.0,6.0,189.0,0.0,3333.0,39.0,112.0,346.0,309.0,200.0,15.0,116.0,14.0,12.0,5.0,1261.0,10.0,14.0,297.0,6.0,2.0,140.0,6.0,1.0,22.0,575.0,160.0,0.0,8.0,71.0,29.0,56.0,18.0
2023,11,True,True,42,Georgia Tech,21,13,9.0,23.0,72.0,167.0,582.0,4.0,24.0,15.0,12.0,5520.0,0.0,12.0,0.0,2649.0,22348.0,121.0,231.0,17.0,167.0,21.0,289.0,27.0,67.0,2871.0,10.0,492.0,379.0,2181.0,54.0,16924.0,15.0,7.0,208.0,0.0,3618.0,39.0,169.0,346.0,335.0,213.0,17.0,131.0,16.0,18.0,6.0,1437.0,11.0,15.0,340.0,6.0,3.0,183.0,8.0,0.0,24.0,510.0,175.0,0.0,9.0,57.0,22.0,62.0,20.0
2023,12,True,True,31,North Carolina,20,13,10.0,20.0,92.0,64.0,862.0,6.0,28.0,12.0,9.0,6386.0,1.0,9.0,0.0,2505.0,22320.0,114.0,292.0,11.0,189.0,17.0,319.0,26.0,93.0,3881.0,10.0,498.0,460.0,2386.0,61.0,19136.0,19.0,7.0,232.0,0.0,4083.0,45.0,176.0,415.0,372.0,236.0,18.0,147.0,17.0,20.0,7.0,1697.0,11.0,21.0,384.0,10.0,4.0,233.0,12.0,0.0,14.0,257.0,175.0,0.0,9.0,73.0,28.0,73.0,24.0
2023,13,False,True,16,South Carolina,7,12,11.0,24.0,54.0,129.0,661.0,5.0,17.0,10.0,15.0,4357.0,1.0,9.0,1.0,1021.0,20375.0,112.0,283.0,8.0,161.0,13.0,217.0,21.0,85.0,3336.0,7.0,369.0,412.0,2605.0,67.0,21427.0,20.0,8.0,257.0,0.0,4549.0,52.0,178.0,473.0,406.0,257.0,20.0,166.0,20.0,21.0,7.0,1944.0,13.0,25.0,439.0,12.0,4.0,239.0,13.0,0.0,20.0,352.0,175.0,0.0,9.0,55.0,22.0,78.0,28.0
2024,2,True,True,66,App State,20,12,1.0,22.0,62.0,21.0,627.0,6.0,13.0,4.0,6.0,4733.0,1.0,13.0,0.0,1731.0,19872.0,99.0,218.0,16.0,145.0,22.0,263.0,23.0,66.0,3002.0,9.0,384.0,392.0,142.0,4.0,1638.0,0.0,0.0,13.0,,189.0,3.0,,15.0,29.0,18.0,1.0,13.0,0.0,,1.0,47.0,0.0,1.0,22.0,0.0,,,,0.0,25.0,500.0,19.0,0.0,1.0,47.0,23.0,5.0,1.0
2024,4,True,True,59,NC State,35,13,2.0,16.0,53.0,166.0,585.0,10.0,21.0,8.0,10.0,4487.0,0.0,9.0,2.0,1694.0,22758.0,82.0,236.0,12.0,143.0,22.0,242.0,18.0,62.0,2793.0,10.0,385.0,365.0,602.0,10.0,3536.0,5.0,1.0,41.0,0.0,901.0,11.0,44.0,100.0,68.0,50.0,2.0,25.0,4.0,6.0,1.0,299.0,1.0,4.0,56.0,1.0,0.0,0.0,2.0,0.0,17.0,478.0,54.0,0.0,3.0,81.0,23.0,10.0,2.0
2024,5,True,True,40,Stanford,14,12,3.0,41.0,56.0,168.0,588.0,5.0,11.0,9.0,15.0,3901.0,1.0,23.0,1.0,1606.0,22812.0,166.0,224.0,17.0,162.0,22.0,222.0,18.0,65.0,2295.0,7.0,435.0,370.0,856.0,13.0,5145.0,8.0,3.0,65.0,0.0,1424.0,17.0,65.0,175.0,102.0,71.0,2.0,35.0,8.0,7.0,1.0,568.0,1.0,4.0,89.0,1.0,1.0,53.0,3.0,0.0,15.0,245.0,54.0,0.0,3.0,63.0,25.0,18.0,4.0
2024,6,False,True,29,Florida State,13,12,4.0,32.0,46.0,69.0,575.0,9.0,8.0,4.0,14.0,3253.0,0.0,20.0,0.0,1089.0,19572.0,33.0,179.0,13.0,160.0,22.0,182.0,11.0,67.0,2164.0,2.0,377.0,355.0,1111.0,18.0,6718.0,12.0,3.0,83.0,0.0,1829.0,20.0,77.0,210.0,133.0,86.0,3.0,47.0,9.0,8.0,2.0,718.0,1.0,4.0,119.0,1.0,1.0,53.0,6.0,1.0,25.0,541.0,120.0,0.0,6.0,69.0,24.0,28.0,8.0
2024,7,False,True,49,Wake Forest,14,12,5.0,25.0,67.0,70.0,551.0,8.0,18.0,11.0,15.0,4458.0,1.0,16.0,0.0,1577.0,20774.0,247.0,248.0,13.0,171.0,21.0,261.0,17.0,61.0,2881.0,6.0,437.0,403.0,1346.0,24.0,8591.0,14.0,3.0,111.0,0.0,2329.0,23.0,114.0,240.0,167.0,105.0,3.0,62.0,9.0,10.0,2.0,983.0,1.0,4.0,159.0,1.0,1.0,62.0,7.0,1.0,18.0,377.0,120.0,0.0,6.0,59.0,20.0,34.0,10.0
2024,8,True,True,48,Virginia,31,12,6.0,29.0,62.0,80.0,544.0,5.0,14.0,9.0,19.0,4342.0,0.0,15.0,0.0,1594.0,21526.0,120.0,246.0,14.0,182.0,19.0,232.0,16.0,62.0,2748.0,6.0,431.0,401.0,1689.0,31.0,10780.0,18.0,3.0,148.0,0.0,2900.0,28.0,114.0,282.0,210.0,138.0,3.0,73.0,12.0,10.0,2.0,1211.0,1.0,5.0,199.0,2.0,1.0,74.0,9.0,0.0,19.0,324.0,120.0,0.0,6.0,57.0,21.0,41.0,13.0
2024,10,True,False,21,Louisville,33,13,7.0,20.0,56.0,62.0,599.0,4.0,27.0,9.0,29.0,5514.0,0.0,8.0,0.0,2245.0,21567.0,162.0,255.0,6.0,141.0,10.0,261.0,23.0,77.0,3269.0,7.0,389.0,402.0,2034.0,40.0,12823.0,21.0,4.0,176.0,0.0,3440.0,38.0,116.0,379.0,247.0,163.0,4.0,88.0,15.0,12.0,3.0,1406.0,1.0,7.0,236.0,4.0,1.0,74.0,9.0,1.0,30.0,616.0,142.0,0.0,8.0,76.0,29.0,47.0,17.0
2024,11,False,True,24,Virginia Tech,14,13,8.0,19.0,62.0,189.0,602.0,8.0,27.0,14.0,27.0,4564.0,1.0,8.0,0.0,2251.0,21306.0,291.0,190.0,8.0,168.0,16.0,233.0,15.0,71.0,2313.0,9.0,457.0,321.0,2262.0,51.0,15095.0,22.0,4.0,207.0,0.0,3890.0,43.0,116.0,418.0,303.0,196.0,4.0,111.0,17.0,12.0,3.0,1628.0,1.0,13.0,281.0,9.0,1.0,74.0,9.0,0.0,19.0,386.0,174.0,0.0,10.0,77.0,35.0,50.0,17.0
2024,12,False,True,24,Pittsburgh,20,13,9.0,21.0,59.0,165.0,757.0,4.0,14.0,12.0,26.0,4872.0,2.0,11.0,4.0,1542.0,18744.0,257.0,284.0,13.0,157.0,17.0,269.0,27.0,83.0,3330.0,4.0,355.0,467.0,2473.0,60.0,17304.0,25.0,5.0,227.0,0.0,4268.0,50.0,123.0,482.0,337.0,212.0,5.0,130.0,17.0,13.0,4.0,1795.0,1.0,14.0,327.0,9.0,1.0,74.0,11.0,0.0,31.0,628.0,174.0,0.0,10.0,99.0,39.0,55.0,18.0
2024,14,True,False,14,South Carolina,17,13,11.0,22.0,68.0,159.0,699.0,13.0,25.0,13.0,19.0,4914.0,0.0,11.0,2.0,2277.0,22420.0,125.0,201.0,7.0,163.0,20.0,260.0,20.0,81.0,2637.0,9.0,514.0,307.0,3021.0,70.0,20316.0,30.0,7.0,275.0,0.0,5176.0,61.0,139.0,587.0,409.0,257.0,7.0,154.0,21.0,16.0,5.0,2155.0,2.0,17.0,382.0,11.0,2.0,131.0,13.0,0.0,16.0,283.0,225.0,0.0,12.0,84.0,40.0,75.0,28.0
2024,15,False,True,34,SMU,31,14,12.0,17.0,78.0,307.0,1027.0,12.0,29.0,15.0,25.0,5793.0,1.0,9.0,2.0,2307.0,22181.0,225.0,259.0,9.0,169.0,21.0,296.0,27.0,107.0,3486.0,6.0,500.0,400.0,3301.0,77.0,22079.0,30.0,9.0,297.0,0.0,5595.0,64.0,140.0,602.0,445.0,281.0,9.0,169.0,23.0,17.0,6.0,2294.0,3.0,18.0,414.0,11.0,2.0,131.0,14.0,0.0,20.0,400.0,225.0,0.0,12.0,90.0,40.0,81.0,31.0
