season,week,home,win,SMU_points,opp,opp_points,opp_games,games,opp_thirdDowns,opp_puntReturnTDs,opp_passesIntercepted,opp_passingTDs,opp_fourthDowns,opp_fumblesRecovered,opp_passAttempts,opp_firstDowns,opp_rushingTDs,opp_penalties,opp_rushingYards,opp_interceptions,opp_totalYards,opp_possessionTime,opp_turnovers,opp_puntReturnYards,opp_passCompletions,opp_penaltyYards,opp_fourthDownConversions,opp_rushingAttempts,opp_puntReturns,opp_interceptionTDs,opp_interceptionYards,opp_netPassingYards,opp_fumblesLost,opp_thirdDownConversions,penaltyYards,interceptionYards,fumblesRecovered,puntReturns,fourthDownConversions,interceptions,possessionTime,rushingAttempts,fumblesLost,rushingYards,rushingTDs,puntReturnYards,thirdDowns,turnovers,puntReturnTDs,passAttempts,netPassingYards,passCompletions,passesIntercepted,firstDowns,interceptionTDs,thirdDownConversions,penalties,passingTDs,fourthDowns,totalYards,opp_kickReturns,opp_kickReturnTDs,opp_kickReturnYards,kickReturnTDs,kickReturns,kickReturnYards,opp_sacks,opp_tacklesForLoss,tacklesForLoss,sacks
2014,4,True,False,6,Texas A&M,58,13,12,179.0,0.0,5.0,39.0,19.0,8.0,514.0,299.0,20.0,68.0,1949.0,15.0,5920.0,20423.0,20.0,274.0,332.0,663.0,11.0,421.0,21.0,0.0,45.0,3971.0,5.0,73.0,632.0,14.0,10.0,14.0,14.0,14.0,22631.0,362.0,16.0,1204.0,9.0,60.0,187.0,30.0,0.0,430.0,2024.0,230.0,6.0,175.0,0.0,61.0,74.0,6.0,28.0,3228.0,52.0,0.0,1170.0,0.0,58.0,1090.0,,,,
2014,5,True,False,0,TCU,56,13,12,198.0,1.0,26.0,37.0,14.0,14.0,529.0,331.0,32.0,82.0,2689.0,11.0,6929.0,24565.0,22.0,345.0,325.0,752.0,7.0,509.0,35.0,5.0,378.0,4240.0,11.0,85.0,632.0,14.0,10.0,14.0,14.0,14.0,22631.0,362.0,16.0,1204.0,9.0,60.0,187.0,30.0,0.0,430.0,2024.0,230.0,6.0,175.0,0.0,61.0,74.0,6.0,28.0,3228.0,35.0,1.0,735.0,0.0,58.0,1090.0,,,,
2014,6,False,False,24,East Carolina,45,13,12,194.0,0.0,14.0,31.0,24.0,5.0,637.0,378.0,28.0,109.0,2094.0,11.0,6929.0,23122.0,23.0,120.0,402.0,1004.0,11.0,433.0,27.0,2.0,132.0,4835.0,12.0,92.0,632.0,14.0,10.0,14.0,14.0,14.0,22631.0,362.0,16.0,1204.0,9.0,60.0,187.0,30.0,0.0,430.0,2024.0,230.0,6.0,175.0,0.0,61.0,74.0,6.0,28.0,3228.0,47.0,0.0,875.0,0.0,58.0,1090.0,,,,
2014,8,True,False,3,Cincinnati,41,13,12,177.0,0.0,8.0,35.0,16.0,16.0,491.0,310.0,18.0,59.0,2035.0,14.0,5982.0,22281.0,22.0,79.0,294.0,542.0,11.0,454.0,14.0,0.0,46.0,3947.0,8.0,73.0,632.0,14.0,10.0,14.0,14.0,14.0,22631.0,362.0,16.0,1204.0,9.0,60.0,187.0,30.0,0.0,430.0,2024.0,230.0,6.0,175.0,0.0,61.0,74.0,6.0,28.0,3228.0,49.0,0.0,961.0,0.0,58.0,1090.0,,,,
2014,9,True,False,10,Memphis,48,13,12,208.0,0.0,17.0,23.0,14.0,14.0,418.0,294.0,31.0,81.0,2476.0,9.0,5552.0,23357.0,20.0,371.0,262.0,770.0,10.0,594.0,42.0,3.0,170.0,3076.0,11.0,76.0,632.0,14.0,10.0,14.0,14.0,14.0,22631.0,362.0,16.0,1204.0,9.0,60.0,187.0,30.0,0.0,430.0,2024.0,230.0,6.0,175.0,0.0,61.0,74.0,6.0,28.0,3228.0,39.0,0.0,866.0,0.0,58.0,1090.0,,,,
2014,11,False,False,28,Tulsa,38,12,12,203.0,1.0,8.0,23.0,28.0,7.0,481.0,270.0,11.0,78.0,1774.0,18.0,4950.0,22840.0,23.0,127.0,263.0,768.0,11.0,477.0,18.0,1.0,116.0,3176.0,5.0,78.0,632.0,14.0,10.0,14.0,14.0,14.0,22631.0,362.0,16.0,1204.0,9.0,60.0,187.0,30.0,0.0,430.0,2024.0,230.0,6.0,175.0,0.0,61.0,74.0,6.0,28.0,3228.0,43.0,0.0,876.0,0.0,58.0,1090.0,,,,
2014,12,True,False,13,South Florida,14,12,12,174.0,0.0,6.0,11.0,19.0,14.0,364.0,182.0,11.0,75.0,1295.0,11.0,3656.0,20251.0,20.0,126.0,179.0,728.0,9.0,376.0,20.0,1.0,46.0,2361.0,9.0,65.0,632.0,14.0,10.0,14.0,14.0,14.0,22631.0,362.0,16.0,1204.0,9.0,60.0,187.0,30.0,0.0,430.0,2024.0,230.0,6.0,175.0,0.0,61.0,74.0,6.0,28.0,3228.0,43.0,0.0,866.0,0.0,58.0,1090.0,,,,
2014,13,False,False,7,UCF,53,13,12,205.0,0.0,18.0,23.0,25.0,10.0,416.0,265.0,19.0,76.0,1668.0,15.0,4727.0,25414.0,29.0,241.0,233.0,706.0,13.0,526.0,28.0,0.0,115.0,3059.0,14.0,85.0,632.0,14.0,10.0,14.0,14.0,14.0,22631.0,362.0,16.0,1204.0,9.0,60.0,187.0,30.0,0.0,430.0,2024.0,230.0,6.0,175.0,0.0,61.0,74.0,6.0,28.0,3228.0,37.0,1.0,957.0,0.0,58.0,1090.0,,,,
2014,14,True,False,9,Houston,35,13,12,195.0,0.0,19.0,18.0,23.0,11.0,450.0,286.0,28.0,84.0,2390.0,15.0,5383.0,24436.0,22.0,85.0,272.0,771.0,12.0,495.0,16.0,1.0,286.0,2993.0,7.0,79.0,632.0,14.0,10.0,14.0,14.0,14.0,22631.0,362.0,16.0,1204.0,9.0,60.0,187.0,30.0,0.0,430.0,2024.0,230.0,6.0,175.0,0.0,61.0,74.0,6.0,28.0,3228.0,44.0,0.0,728.0,0.0,58.0,1090.0,,,,
2014,15,False,True,27,UConn,20,12,12,164.0,1.0,8.0,12.0,14.0,7.0,340.0,178.0,8.0,74.0,1283.0,12.0,3315.0,20934.0,28.0,81.0,185.0,708.0,8.0,396.0,13.0,1.0,174.0,2032.0,16.0,50.0,632.0,14.0,10.0,14.0,14.0,14.0,22631.0,362.0,16.0,1204.0,9.0,60.0,187.0,30.0,0.0,430.0,2024.0,230.0,6.0,175.0,0.0,61.0,74.0,6.0,28.0,3228.0,48.0,0.0,949.0,0.0,58.0,1090.0,,,,
2015,1,True,False,21,Baylor,56,13,12,195.0,0.0,14.0,44.0,40.0,12.0,389.0,382.0,41.0,118.0,4247.0,13.0,8011.0,21733.0,26.0,64.0,229.0,1043.0,28.0,714.0,15.0,0.0,137.0,3764.0,13.0,91.0,604.0,82.0,5.0,13.0,7.0,8.0,22638.0,503.0,17.0,1974.0,23.0,41.0,182.0,25.0,0.0,366.0,2620.0,203.0,10.0,246.0,0.0,71.0,65.0,19.0,20.0,4594.0,31.0,0.0,675.0,1.0,56.0,1246.0,,,,
2015,2,True,True,31,North Texas,13,12,12,182.0,1.0,4.0,12.0,27.0,14.0,407.0,224.0,7.0,74.0,1904.0,11.0,3841.0,19155.0,25.0,172.0,190.0,681.0,12.0,436.0,20.0,0.0,11.0,1937.0,14.0,59.0,604.0,82.0,5.0,13.0,7.0,8.0,22638.0,503.0,17.0,1974.0,23.0,41.0,182.0,25.0,0.0,366.0,2620.0,203.0,10.0,246.0,0.0,71.0,65.0,19.0,20.0,4594.0,52.0,0.0,1090.0,1.0,56.0,1246.0,,,,
2015,3,False,False,37,TCU,56,13,12,199.0,1.0,7.0,39.0,15.0,12.0,517.0,358.0,26.0,94.0,2800.0,15.0,7317.0,24464.0,19.0,192.0,326.0,922.0,7.0,561.0,20.0,2.0,133.0,4517.0,4.0,86.0,604.0,82.0,5.0,13.0,7.0,8.0,22638.0,503.0,17.0,1974.0,23.0,41.0,182.0,25.0,0.0,366.0,2620.0,203.0,10.0,246.0,0.0,71.0,65.0,19.0,20.0,4594.0,35.0,0.0,857.0,1.0,56.0,1246.0,,,,
2015,5,True,False,23,East Carolina,49,12,12,187.0,1.0,8.0,21.0,17.0,8.0,473.0,260.0,19.0,89.0,1600.0,12.0,4975.0,20240.0,19.0,225.0,321.0,825.0,11.0,404.0,24.0,2.0,150.0,3375.0,7.0,80.0,604.0,82.0,5.0,13.0,7.0,8.0,22638.0,503.0,17.0,1974.0,23.0,41.0,182.0,25.0,0.0,366.0,2620.0,203.0,10.0,246.0,0.0,71.0,65.0,19.0,20.0,4594.0,39.0,0.0,760.0,1.0,56.0,1246.0,,,,
2015,6,False,False,28,Houston,49,14,12,233.0,1.0,21.0,22.0,26.0,14.0,432.0,332.0,46.0,85.0,3301.0,7.0,6778.0,26314.0,14.0,302.0,285.0,783.0,13.0,669.0,29.0,3.0,342.0,3477.0,7.0,117.0,604.0,82.0,5.0,13.0,7.0,8.0,22638.0,503.0,17.0,1974.0,23.0,41.0,182.0,25.0,0.0,366.0,2620.0,203.0,10.0,246.0,0.0,71.0,65.0,19.0,20.0,4594.0,33.0,2.0,777.0,1.0,56.0,1246.0,,,,
2015,8,False,False,14,South Florida,38,13,12,181.0,0.0,18.0,26.0,19.0,8.0,301.0,263.0,28.0,79.0,3205.0,9.0,5741.0,22018.0,15.0,229.0,179.0,714.0,11.0,592.0,23.0,1.0,226.0,2536.0,6.0,67.0,604.0,82.0,5.0,13.0,7.0,8.0,22638.0,503.0,17.0,1974.0,23.0,41.0,182.0,25.0,0.0,366.0,2620.0,203.0,10.0,246.0,0.0,71.0,65.0,19.0,20.0,4594.0,42.0,1.0,1093.0,1.0,56.0,1246.0,,,,
2015,9,True,False,31,Tulsa,40,13,12,227.0,0.0,10.0,25.0,26.0,14.0,492.0,332.0,33.0,91.0,2264.0,8.0,6596.0,21632.0,20.0,114.0,305.0,730.0,14.0,591.0,9.0,4.0,325.0,4332.0,12.0,100.0,604.0,82.0,5.0,13.0,7.0,8.0,22638.0,503.0,17.0,1974.0,23.0,41.0,182.0,25.0,0.0,366.0,2620.0,203.0,10.0,246.0,0.0,71.0,65.0,19.0,20.0,4594.0,38.0,0.0,687.0,1.0,56.0,1246.0,,,,
2015,10,True,False,40,Temple,60,14,12,212.0,1.0,16.0,20.0,23.0,6.0,439.0,271.0,25.0,81.0,2096.0,8.0,5134.0,27660.0,19.0,294.0,250.0,773.0,11.0,517.0,30.0,2.0,301.0,3038.0,11.0,87.0,604.0,82.0,5.0,13.0,7.0,8.0,22638.0,503.0,17.0,1974.0,23.0,41.0,182.0,25.0,0.0,366.0,2620.0,203.0,10.0,246.0,0.0,71.0,65.0,19.0,20.0,4594.0,40.0,1.0,810.0,1.0,56.0,1246.0,,,,
2015,11,False,False,14,Navy,55,13,12,178.0,0.0,12.0,9.0,26.0,15.0,122.0,272.0,53.0,40.0,4247.0,2.0,5527.0,25587.0,8.0,67.0,64.0,339.0,24.0,748.0,11.0,0.0,93.0,1280.0,6.0,89.0,604.0,82.0,5.0,13.0,7.0,8.0,22638.0,503.0,17.0,1974.0,23.0,41.0,182.0,25.0,0.0,366.0,2620.0,203.0,10.0,246.0,0.0,71.0,65.0,19.0,20.0,4594.0,32.0,0.0,775.0,1.0,56.0,1246.0,,,,
2015,12,True,True,49,Tulane,21,12,12,184.0,0.0,8.0,18.0,16.0,8.0,403.0,195.0,11.0,70.0,1389.0,10.0,3804.0,20396.0,15.0,88.0,205.0,641.0,5.0,397.0,15.0,0.0,100.0,2415.0,5.0,63.0,604.0,82.0,5.0,13.0,7.0,8.0,22638.0,503.0,17.0,1974.0,23.0,41.0,182.0,25.0,0.0,366.0,2620.0,203.0,10.0,246.0,0.0,71.0,65.0,19.0,20.0,4594.0,48.0,0.0,859.0,1.0,56.0,1246.0,,,,
2015,13,False,False,0,Memphis,63,13,12,209.0,1.0,12.0,30.0,18.0,10.0,465.0,322.0,29.0,98.0,2333.0,5.0,6330.0,23673.0,14.0,224.0,311.0,946.0,10.0,563.0,28.0,2.0,156.0,3997.0,9.0,101.0,604.0,82.0,5.0,13.0,7.0,8.0,22638.0,503.0,17.0,1974.0,23.0,41.0,182.0,25.0,0.0,366.0,2620.0,203.0,10.0,246.0,0.0,71.0,65.0,19.0,20.0,4594.0,44.0,0.0,985.0,1.0,56.0,1246.0,,,,
2016,1,False,True,34,North Texas,21,13,12,181.0,1.0,14.0,15.0,22.0,8.0,449.0,240.0,24.0,97.0,1736.0,13.0,4444.0,21453.0,21.0,152.0,261.0,888.0,8.0,426.0,18.0,2.0,221.0,2708.0,8.0,63.0,624.0,416.0,8.0,14.0,6.0,17.0,22053.0,478.0,7.0,1959.0,14.0,48.0,209.0,24.0,0.0,456.0,3168.0,248.0,18.0,262.0,4.0,90.0,69.0,22.0,16.0,5127.0,49.0,0.0,948.0,0.0,53.0,933.0,26.0,74.0,68.0,29.0
2016,2,False,False,13,Baylor,40,13,12,222.0,0.0,12.0,33.0,46.0,10.0,480.0,330.0,25.0,129.0,3143.0,15.0,6795.0,21071.0,27.0,223.0,269.0,1068.0,26.0,628.0,23.0,2.0,310.0,3652.0,12.0,94.0,624.0,416.0,8.0,14.0,6.0,17.0,22053.0,478.0,7.0,1959.0,14.0,48.0,209.0,24.0,0.0,456.0,3168.0,248.0,18.0,262.0,4.0,90.0,69.0,22.0,16.0,5127.0,35.0,0.0,670.0,0.0,53.0,933.0,32.0,97.0,68.0,29.0
2016,4,True,False,3,TCU,33,13,12,198.0,1.0,8.0,18.0,17.0,8.0,503.0,296.0,30.0,88.0,2535.0,14.0,6021.0,21931.0,20.0,227.0,295.0,797.0,10.0,488.0,23.0,1.0,80.0,3486.0,6.0,80.0,624.0,416.0,8.0,14.0,6.0,17.0,22053.0,478.0,7.0,1959.0,14.0,48.0,209.0,24.0,0.0,456.0,3168.0,248.0,18.0,262.0,4.0,90.0,69.0,22.0,16.0,5127.0,44.0,0.0,1025.0,0.0,53.0,933.0,43.0,85.0,68.0,29.0
2016,5,False,False,20,Temple,45,14,12,190.0,0.0,12.0,22.0,23.0,10.0,403.0,297.0,31.0,75.0,2466.0,13.0,5790.0,28175.0,19.0,190.0,232.0,604.0,10.0,564.0,20.0,0.0,130.0,3324.0,6.0,79.0,624.0,416.0,8.0,14.0,6.0,17.0,22053.0,478.0,7.0,1959.0,14.0,48.0,209.0,24.0,0.0,456.0,3168.0,248.0,18.0,262.0,4.0,90.0,69.0,22.0,16.0,5127.0,32.0,0.0,660.0,0.0,53.0,933.0,39.0,103.0,68.0,29.0
2016,6,False,False,40,Tulsa,43,13,12,210.0,0.0,10.0,33.0,15.0,11.0,449.0,373.0,33.0,78.0,3410.0,12.0,6841.0,23165.0,21.0,224.0,267.0,684.0,9.0,667.0,28.0,3.0,184.0,3449.0,9.0,97.0,624.0,416.0,8.0,14.0,6.0,17.0,22053.0,478.0,7.0,1959.0,14.0,48.0,209.0,24.0,0.0,456.0,3168.0,248.0,18.0,262.0,4.0,90.0,69.0,22.0,16.0,5127.0,40.0,0.0,810.0,0.0,53.0,933.0,31.0,81.0,68.0,29.0
2016,8,True,True,38,Houston,16,13,12,233.0,0.0,7.0,24.0,30.0,11.0,523.0,312.0,29.0,58.0,1912.0,15.0,5764.0,25790.0,25.0,73.0,352.0,554.0,19.0,561.0,19.0,2.0,132.0,3852.0,10.0,109.0,624.0,416.0,8.0,14.0,6.0,17.0,22053.0,478.0,7.0,1959.0,14.0,48.0,209.0,24.0,0.0,456.0,3168.0,248.0,18.0,262.0,4.0,90.0,69.0,22.0,16.0,5127.0,37.0,1.0,783.0,0.0,53.0,933.0,39.0,101.0,68.0,29.0
2016,9,False,True,35,Tulane,31,12,12,187.0,0.0,12.0,10.0,36.0,15.0,258.0,208.0,25.0,77.0,2737.0,8.0,4097.0,23322.0,18.0,62.0,109.0,661.0,20.0,591.0,15.0,1.0,216.0,1360.0,10.0,52.0,624.0,416.0,8.0,14.0,6.0,17.0,22053.0,478.0,7.0,1959.0,14.0,48.0,209.0,24.0,0.0,456.0,3168.0,248.0,18.0,262.0,4.0,90.0,69.0,22.0,16.0,5127.0,32.0,1.0,712.0,0.0,53.0,933.0,29.0,87.0,68.0,29.0
2016,10,True,False,7,Memphis,51,13,12,196.0,0.0,16.0,34.0,22.0,13.0,477.0,304.0,23.0,82.0,2071.0,10.0,6028.0,21235.0,21.0,175.0,303.0,771.0,13.0,487.0,21.0,3.0,200.0,3957.0,11.0,79.0,624.0,416.0,8.0,14.0,6.0,17.0,22053.0,478.0,7.0,1959.0,14.0,48.0,209.0,24.0,0.0,456.0,3168.0,248.0,18.0,262.0,4.0,90.0,69.0,22.0,16.0,5127.0,49.0,3.0,1249.0,0.0,53.0,933.0,23.0,74.0,68.0,29.0
2016,11,False,True,55,East Carolina,31,12,12,193.0,0.0,5.0,26.0,35.0,3.0,554.0,286.0,13.0,60.0,1589.0,12.0,5605.0,21700.0,24.0,18.0,359.0,521.0,21.0,404.0,10.0,0.0,44.0,4016.0,12.0,76.0,624.0,416.0,8.0,14.0,6.0,17.0,22053.0,478.0,7.0,1959.0,14.0,48.0,209.0,24.0,0.0,456.0,3168.0,248.0,18.0,262.0,4.0,90.0,69.0,22.0,16.0,5127.0,54.0,0.0,990.0,0.0,53.0,933.0,8.0,54.0,68.0,29.0
2016,12,True,False,27,South Florida,35,13,12,191.0,1.0,15.0,26.0,19.0,11.0,358.0,300.0,47.0,83.0,3709.0,8.0,6650.0,20915.0,17.0,238.0,225.0,763.0,17.0,570.0,24.0,2.0,233.0,2941.0,9.0,84.0,624.0,416.0,8.0,14.0,6.0,17.0,22053.0,478.0,7.0,1959.0,14.0,48.0,209.0,24.0,0.0,456.0,3168.0,248.0,18.0,262.0,4.0,90.0,69.0,22.0,16.0,5127.0,44.0,0.0,857.0,0.0,53.0,933.0,31.0,79.0,68.0,29.0
2016,13,True,False,31,Navy,75,14,12,167.0,0.0,7.0,9.0,28.0,11.0,158.0,295.0,61.0,39.0,4342.0,7.0,6136.0,26199.0,16.0,146.0,93.0,341.0,17.0,742.0,15.0,2.0,60.0,1794.0,9.0,91.0,624.0,416.0,8.0,14.0,6.0,17.0,22053.0,478.0,7.0,1959.0,14.0,48.0,209.0,24.0,0.0,456.0,3168.0,248.0,18.0,262.0,4.0,90.0,69.0,22.0,16.0,5127.0,48.0,0.0,1111.0,0.0,53.0,933.0,20.0,57.0,68.0,29.0
2017,2,True,True,54,North Texas,32,14,13,194.0,2.0,8.0,32.0,32.0,6.0,519.0,340.0,28.0,69.0,2288.0,15.0,6366.0,25418.0,27.0,198.0,327.0,613.0,18.0,518.0,21.0,0.0,16.0,4078.0,12.0,84.0,769.0,168.0,11.0,7.0,14.0,13.0,23046.0,486.0,6.0,2397.0,26.0,26.0,193.0,19.0,0.0,487.0,3823.0,283.0,12.0,312.0,2.0,83.0,83.0,35.0,20.0,6220.0,47.0,0.0,876.0,0.0,50.0,935.0,23.0,76.0,90.0,31.0
2017,3,False,False,36,TCU,56,14,13,199.0,2.0,13.0,28.0,14.0,6.0,430.0,298.0,27.0,89.0,2438.0,8.0,5869.0,25776.0,17.0,347.0,285.0,750.0,5.0,533.0,21.0,2.0,199.0,3431.0,9.0,91.0,769.0,168.0,11.0,7.0,14.0,13.0,23046.0,486.0,6.0,2397.0,26.0,26.0,193.0,19.0,0.0,487.0,3823.0,283.0,12.0,312.0,2.0,83.0,83.0,35.0,20.0,6220.0,27.0,1.0,687.0,0.0,50.0,935.0,41.0,92.0,90.0,31.0
2017,4,True,True,44,Arkansas State,21,12,13,180.0,1.0,14.0,38.0,15.0,12.0,512.0,320.0,17.0,94.0,1831.0,17.0,5937.0,20777.0,25.0,370.0,317.0,828.0,5.0,463.0,31.0,1.0,198.0,4106.0,8.0,80.0,769.0,168.0,11.0,7.0,14.0,13.0,23046.0,486.0,6.0,2397.0,26.0,26.0,193.0,19.0,0.0,487.0,3823.0,283.0,12.0,312.0,2.0,83.0,83.0,35.0,20.0,6220.0,36.0,0.0,676.0,0.0,50.0,935.0,35.0,98.0,90.0,31.0
2017,5,True,True,49,UConn,28,12,13,191.0,0.0,6.0,18.0,27.0,5.0,421.0,256.0,17.0,63.0,1752.0,11.0,4982.0,21246.0,19.0,67.0,256.0,586.0,11.0,486.0,10.0,1.0,40.0,3230.0,8.0,76.0,769.0,168.0,11.0,7.0,14.0,13.0,23046.0,486.0,6.0,2397.0,26.0,26.0,193.0,19.0,0.0,487.0,3823.0,283.0,12.0,312.0,2.0,83.0,83.0,35.0,20.0,6220.0,51.0,0.0,1054.0,0.0,50.0,935.0,23.0,66.0,90.0,31.0
2017,6,False,False,22,Houston,35,12,13,179.0,0.0,15.0,16.0,18.0,6.0,411.0,252.0,25.0,72.0,2002.0,12.0,5138.0,20191.0,23.0,70.0,281.0,646.0,8.0,446.0,16.0,1.0,292.0,3136.0,11.0,81.0,769.0,168.0,11.0,7.0,14.0,13.0,23046.0,486.0,6.0,2397.0,26.0,26.0,193.0,19.0,0.0,487.0,3823.0,283.0,12.0,312.0,2.0,83.0,83.0,35.0,20.0,6220.0,32.0,0.0,721.0,0.0,50.0,935.0,23.0,81.0,90.0,31.0
2017,8,False,True,31,Cincinnati,28,12,13,172.0,0.0,5.0,20.0,15.0,5.0,434.0,236.0,11.0,94.0,1624.0,9.0,4221.0,19150.0,16.0,108.0,245.0,876.0,8.0,371.0,13.0,1.0,83.0,2597.0,7.0,67.0,769.0,168.0,11.0,7.0,14.0,13.0,23046.0,486.0,6.0,2397.0,26.0,26.0,193.0,19.0,0.0,487.0,3823.0,283.0,12.0,312.0,2.0,83.0,83.0,35.0,20.0,6220.0,35.0,0.0,724.0,0.0,50.0,935.0,12.0,58.0,90.0,31.0
2017,9,True,True,38,Tulsa,34,12,13,190.0,0.0,7.0,6.0,23.0,6.0,292.0,261.0,36.0,84.0,2967.0,8.0,5044.0,20174.0,13.0,4.0,156.0,720.0,14.0,592.0,4.0,1.0,147.0,2077.0,5.0,83.0,769.0,168.0,11.0,7.0,14.0,13.0,23046.0,486.0,6.0,2397.0,26.0,26.0,193.0,19.0,0.0,487.0,3823.0,283.0,12.0,312.0,2.0,83.0,83.0,35.0,20.0,6220.0,44.0,0.0,809.0,0.0,50.0,935.0,12.0,59.0,90.0,31.0
2017,10,True,False,24,UCF,31,13,13,166.0,1.0,20.0,38.0,20.0,12.0,424.0,327.0,39.0,109.0,2583.0,9.0,6896.0,21903.0,15.0,233.0,287.0,888.0,10.0,500.0,17.0,3.0,303.0,4313.0,6.0,75.0,769.0,168.0,11.0,7.0,14.0,13.0,23046.0,486.0,6.0,2397.0,26.0,26.0,193.0,19.0,0.0,487.0,3823.0,283.0,12.0,312.0,2.0,83.0,83.0,35.0,20.0,6220.0,37.0,2.0,911.0,0.0,50.0,935.0,27.0,78.0,90.0,31.0
2017,11,False,False,40,Navy,43,13,13,187.0,0.0,7.0,10.0,35.0,9.0,102.0,275.0,42.0,53.0,4568.0,10.0,5573.0,28316.0,19.0,58.0,42.0,528.0,23.0,822.0,8.0,0.0,52.0,1005.0,9.0,85.0,769.0,168.0,11.0,7.0,14.0,13.0,23046.0,486.0,6.0,2397.0,26.0,26.0,193.0,19.0,0.0,487.0,3823.0,283.0,12.0,312.0,2.0,83.0,83.0,35.0,20.0,6220.0,38.0,0.0,730.0,0.0,50.0,935.0,16.0,63.0,90.0,31.0
