season,week,home,win,SMU_points,opp,opp_points,opp_games,games,opp_thirdDowns,opp_puntReturnTDs,opp_passesIntercepted,opp_passingTDs,opp_fourthDowns,opp_fumblesRecovered,opp_passAttempts,opp_firstDowns,opp_rushingTDs,opp_penalties,opp_rushingYards,opp_interceptions,opp_totalYards,opp_possessionTime,opp_turnovers,opp_puntReturnYards,opp_passCompletions,opp_penaltyYards,opp_fourthDownConversions,opp_rushingAttempts,opp_puntReturns,opp_interceptionTDs,opp_interceptionYards,opp_netPassingYards,opp_fumblesLost,opp_thirdDownConversions,penaltyYards,interceptionYards,fumblesRecovered,puntReturns,fourthDownConversions,interceptions,possessionTime,rushingAttempts,fumblesLost,rushingYards,rushingTDs,puntReturnYards,thirdDowns,turnovers,puntReturnTDs,passAttempts,netPassingYards,passCompletions,passesIntercepted,firstDowns,interceptionTDs,thirdDownConversions,penalties,passingTDs,fourthDowns,totalYards,opp_kickReturns,opp_kickReturnTDs,opp_kickReturnYards,kickReturnTDs,kickReturns,kickReturnYards,opp_sacks,opp_tacklesForLoss,tacklesForLoss,sacks
2017,12,False,False,45,Memphis,66,13,13,171.0,0.0,17.0,39.0,20.0,15.0,488.0,327.0,33.0,111.0,2562.0,10.0,6917.0,20596.0,16.0,115.0,307.0,1006.0,11.0,453.0,21.0,2.0,245.0,4355.0,6.0,74.0,769.0,168.0,11.0,7.0,14.0,13.0,23046.0,486.0,6.0,2397.0,26.0,26.0,193.0,19.0,0.0,487.0,3823.0,283.0,12.0,312.0,2.0,83.0,83.0,35.0,20.0,6220.0,48.0,4.0,1249.0,0.0,50.0,935.0,26.0,91.0,90.0,31.0
2017,13,True,True,41,Tulane,38,12,13,163.0,0.0,13.0,12.0,25.0,6.0,241.0,248.0,31.0,70.0,2778.0,6.0,4698.0,23498.0,11.0,23.0,136.0,579.0,16.0,575.0,7.0,0.0,63.0,1920.0,5.0,65.0,769.0,168.0,11.0,7.0,14.0,13.0,23046.0,486.0,6.0,2397.0,26.0,26.0,193.0,19.0,0.0,487.0,3823.0,283.0,12.0,312.0,2.0,83.0,83.0,35.0,20.0,6220.0,28.0,0.0,580.0,0.0,50.0,935.0,25.0,58.0,90.0,31.0
2018,1,False,False,23,North Texas,46,13,12,176.0,1.0,18.0,28.0,24.0,4.0,504.0,320.0,28.0,57.0,1996.0,9.0,5985.0,24351.0,17.0,224.0,321.0,644.0,10.0,460.0,18.0,2.0,177.0,3989.0,8.0,65.0,544.0,-3.0,11.0,22.0,20.0,7.0,19598.0,400.0,7.0,1393.0,17.0,184.0,184.0,14.0,0.0,466.0,3245.0,267.0,12.0,240.0,0.0,61.0,62.0,28.0,34.0,4638.0,23.0,1.0,546.0,1.0,41.0,1023.0,34.0,97.0,89.0,25.0
2018,2,True,False,12,TCU,42,13,12,192.0,2.0,12.0,18.0,17.0,9.0,409.0,244.0,14.0,56.0,2038.0,15.0,4778.0,23712.0,26.0,327.0,238.0,508.0,6.0,495.0,18.0,0.0,207.0,2740.0,11.0,69.0,544.0,-3.0,11.0,22.0,20.0,7.0,19598.0,400.0,7.0,1393.0,17.0,184.0,184.0,14.0,0.0,466.0,3245.0,267.0,12.0,240.0,0.0,61.0,62.0,28.0,34.0,4638.0,34.0,0.0,606.0,1.0,41.0,1023.0,31.0,78.0,89.0,25.0
2018,3,False,False,20,Michigan,45,13,12,184.0,1.0,11.0,24.0,19.0,6.0,340.0,276.0,26.0,86.0,2643.0,9.0,5404.0,26529.0,12.0,287.0,219.0,806.0,9.0,547.0,28.0,4.0,274.0,2761.0,3.0,88.0,544.0,-3.0,11.0,22.0,20.0,7.0,19598.0,400.0,7.0,1393.0,17.0,184.0,184.0,14.0,0.0,466.0,3245.0,267.0,12.0,240.0,0.0,61.0,62.0,28.0,34.0,4638.0,27.0,1.0,533.0,1.0,41.0,1023.0,34.0,90.0,89.0,25.0
2018,4,True,True,31,Navy,30,13,12,184.0,0.0,9.0,5.0,36.0,12.0,129.0,233.0,37.0,48.0,3590.0,5.0,4537.0,26028.0,17.0,106.0,54.0,390.0,22.0,732.0,14.0,0.0,139.0,947.0,12.0,70.0,544.0,-3.0,11.0,22.0,20.0,7.0,19598.0,400.0,7.0,1393.0,17.0,184.0,184.0,14.0,0.0,466.0,3245.0,267.0,12.0,240.0,0.0,61.0,62.0,28.0,34.0,4638.0,21.0,0.0,339.0,1.0,41.0,1023.0,10.0,37.0,89.0,25.0
2018,6,False,False,20,UCF,48,13,12,173.0,0.0,14.0,29.0,21.0,14.0,392.0,347.0,42.0,96.0,3448.0,7.0,6795.0,19639.0,14.0,190.0,224.0,843.0,13.0,594.0,20.0,2.0,226.0,3347.0,7.0,86.0,544.0,-3.0,11.0,22.0,20.0,7.0,19598.0,400.0,7.0,1393.0,17.0,184.0,184.0,14.0,0.0,466.0,3245.0,267.0,12.0,240.0,0.0,61.0,62.0,28.0,34.0,4638.0,27.0,0.0,485.0,1.0,41.0,1023.0,28.0,105.0,89.0,25.0
2018,8,False,True,27,Tulane,23,13,12,189.0,0.0,12.0,15.0,28.0,6.0,301.0,244.0,29.0,88.0,2834.0,7.0,5214.0,25139.0,19.0,144.0,152.0,805.0,10.0,603.0,27.0,1.0,116.0,2380.0,12.0,67.0,544.0,-3.0,11.0,22.0,20.0,7.0,19598.0,400.0,7.0,1393.0,17.0,184.0,184.0,14.0,0.0,466.0,3245.0,267.0,12.0,240.0,0.0,61.0,62.0,28.0,34.0,4638.0,38.0,0.0,817.0,1.0,41.0,1023.0,41.0,85.0,89.0,25.0
2018,9,True,False,20,Cincinnati,26,13,12,198.0,0.0,11.0,22.0,23.0,8.0,376.0,305.0,37.0,107.0,3109.0,8.0,5941.0,25631.0,21.0,137.0,228.0,958.0,11.0,601.0,26.0,1.0,59.0,2832.0,13.0,95.0,544.0,-3.0,11.0,22.0,20.0,7.0,19598.0,400.0,7.0,1393.0,17.0,184.0,184.0,14.0,0.0,466.0,3245.0,267.0,12.0,240.0,0.0,61.0,62.0,28.0,34.0,4638.0,27.0,0.0,486.0,1.0,41.0,1023.0,31.0,83.0,89.0,25.0
2018,10,True,True,45,Houston,31,13,12,194.0,0.0,14.0,45.0,28.0,9.0,474.0,333.0,29.0,86.0,2815.0,9.0,6656.0,19507.0,19.0,199.0,284.0,672.0,14.0,534.0,18.0,2.0,236.0,3841.0,10.0,89.0,544.0,-3.0,11.0,22.0,20.0,7.0,19598.0,400.0,7.0,1393.0,17.0,184.0,184.0,14.0,0.0,466.0,3245.0,267.0,12.0,240.0,0.0,61.0,62.0,28.0,34.0,4638.0,23.0,0.0,484.0,1.0,41.0,1023.0,23.0,87.0,89.0,25.0
2018,11,False,True,62,UConn,50,12,12,177.0,0.0,5.0,20.0,24.0,6.0,351.0,250.0,16.0,54.0,2378.0,17.0,4514.0,22830.0,28.0,14.0,199.0,460.0,13.0,500.0,3.0,0.0,11.0,2136.0,11.0,75.0,544.0,-3.0,11.0,22.0,20.0,7.0,19598.0,400.0,7.0,1393.0,17.0,184.0,184.0,14.0,0.0,466.0,3245.0,267.0,12.0,240.0,0.0,61.0,62.0,28.0,34.0,4638.0,48.0,0.0,871.0,1.0,41.0,1023.0,11.0,51.0,89.0,25.0
2018,12,True,False,18,Memphis,28,14,12,191.0,1.0,9.0,28.0,18.0,13.0,413.0,343.0,48.0,100.0,3912.0,10.0,7317.0,23921.0,17.0,317.0,256.0,830.0,11.0,614.0,31.0,2.0,130.0,3405.0,7.0,89.0,544.0,-3.0,11.0,22.0,20.0,7.0,19598.0,400.0,7.0,1393.0,17.0,184.0,184.0,14.0,0.0,466.0,3245.0,267.0,12.0,240.0,0.0,61.0,62.0,28.0,34.0,4638.0,54.0,1.0,959.0,1.0,41.0,1023.0,34.0,100.0,89.0,25.0
2018,13,False,False,24,Tulsa,27,12,12,200.0,0.0,9.0,13.0,31.0,12.0,317.0,242.0,23.0,86.0,2408.0,10.0,4533.0,20729.0,24.0,149.0,171.0,761.0,18.0,582.0,12.0,0.0,73.0,2125.0,14.0,86.0,544.0,-3.0,11.0,22.0,20.0,7.0,19598.0,400.0,7.0,1393.0,17.0,184.0,184.0,14.0,0.0,466.0,3245.0,267.0,12.0,240.0,0.0,61.0,62.0,28.0,34.0,4638.0,30.0,0.0,546.0,1.0,41.0,1023.0,14.0,59.0,89.0,25.0
2019,1,False,True,37,Arkansas State,30,13,13,193.0,0.0,12.0,37.0,23.0,10.0,469.0,287.0,13.0,99.0,1654.0,11.0,5719.0,21572.0,22.0,228.0,298.0,878.0,13.0,456.0,24.0,2.0,205.0,4065.0,11.0,78.0,743.0,91.0,20.0,23.0,22.0,11.0,22509.0,534.0,5.0,2317.0,35.0,186.0,212.0,16.0,0.0,503.0,4018.0,313.0,9.0,322.0,1.0,94.0,83.0,35.0,30.0,6335.0,50.0,1.0,954.0,2.0,46.0,1113.0,31.0,96.0,138.0,71.0
2019,2,True,True,49,North Texas,27,12,13,173.0,1.0,4.0,33.0,32.0,13.0,454.0,252.0,11.0,64.0,1626.0,12.0,5026.0,20261.0,19.0,160.0,283.0,672.0,18.0,396.0,20.0,0.0,39.0,3400.0,7.0,64.0,743.0,91.0,20.0,23.0,22.0,11.0,22509.0,534.0,5.0,2317.0,35.0,186.0,212.0,16.0,0.0,503.0,4018.0,313.0,9.0,322.0,1.0,94.0,83.0,35.0,30.0,6335.0,51.0,1.0,1141.0,2.0,46.0,1113.0,44.0,85.0,138.0,71.0
2019,3,True,True,47,Texas State,17,12,13,170.0,0.0,7.0,17.0,13.0,14.0,441.0,203.0,8.0,66.0,921.0,20.0,3814.0,19248.0,24.0,124.0,278.0,617.0,4.0,327.0,15.0,0.0,38.0,2893.0,4.0,58.0,743.0,91.0,20.0,23.0,22.0,11.0,22509.0,534.0,5.0,2317.0,35.0,186.0,212.0,16.0,0.0,503.0,4018.0,313.0,9.0,322.0,1.0,94.0,83.0,35.0,30.0,6335.0,41.0,0.0,899.0,2.0,46.0,1113.0,16.0,65.0,138.0,71.0
2019,4,False,True,41,TCU,38,12,13,201.0,2.0,16.0,15.0,11.0,4.0,394.0,257.0,23.0,78.0,2448.0,10.0,4892.0,23704.0,19.0,319.0,211.0,736.0,5.0,510.0,18.0,1.0,228.0,2444.0,9.0,94.0,743.0,91.0,20.0,23.0,22.0,11.0,22509.0,534.0,5.0,2317.0,35.0,186.0,212.0,16.0,0.0,503.0,4018.0,313.0,9.0,322.0,1.0,94.0,83.0,35.0,30.0,6335.0,33.0,0.0,535.0,2.0,46.0,1113.0,33.0,79.0,138.0,71.0
2019,5,False,True,48,South Florida,21,12,13,177.0,0.0,12.0,18.0,17.0,20.0,328.0,200.0,15.0,101.0,1935.0,10.0,3970.0,20047.0,19.0,125.0,177.0,854.0,7.0,445.0,15.0,0.0,279.0,2035.0,9.0,70.0,743.0,91.0,20.0,23.0,22.0,11.0,22509.0,534.0,5.0,2317.0,35.0,186.0,212.0,16.0,0.0,503.0,4018.0,313.0,9.0,322.0,1.0,94.0,83.0,35.0,30.0,6335.0,33.0,0.0,609.0,2.0,46.0,1113.0,30.0,154.0,138.0,71.0
2019,6,True,True,43,Tulsa,37,12,13,207.0,0.0,5.0,20.0,23.0,18.0,444.0,263.0,18.0,109.0,1660.0,9.0,5036.0,22070.0,19.0,58.0,254.0,949.0,13.0,503.0,14.0,0.0,37.0,3376.0,10.0,88.0,743.0,91.0,20.0,23.0,22.0,11.0,22509.0,534.0,5.0,2317.0,35.0,186.0,212.0,16.0,0.0,503.0,4018.0,313.0,9.0,322.0,1.0,94.0,83.0,35.0,30.0,6335.0,29.0,0.0,495.0,2.0,46.0,1113.0,17.0,80.0,138.0,71.0
2019,8,True,True,45,Temple,21,13,13,201.0,0.0,8.0,25.0,36.0,19.0,472.0,263.0,16.0,92.0,1784.0,13.0,5096.0,22807.0,20.0,68.0,282.0,801.0,15.0,479.0,13.0,1.0,110.0,3312.0,7.0,76.0,743.0,91.0,20.0,23.0,22.0,11.0,22509.0,534.0,5.0,2317.0,35.0,186.0,212.0,16.0,0.0,503.0,4018.0,313.0,9.0,322.0,1.0,94.0,83.0,35.0,30.0,6335.0,40.0,0.0,781.0,2.0,46.0,1113.0,48.0,116.0,138.0,71.0
2019,9,False,True,34,Houston,31,12,13,155.0,2.0,8.0,19.0,17.0,9.0,314.0,231.0,20.0,58.0,2258.0,12.0,4698.0,22289.0,21.0,182.0,176.0,579.0,12.0,466.0,17.0,1.0,83.0,2440.0,9.0,54.0,743.0,91.0,20.0,23.0,22.0,11.0,22509.0,534.0,5.0,2317.0,35.0,186.0,212.0,16.0,0.0,503.0,4018.0,313.0,9.0,322.0,1.0,94.0,83.0,35.0,30.0,6335.0,28.0,2.0,564.0,2.0,46.0,1113.0,21.0,80.0,138.0,71.0
2019,10,False,False,48,Memphis,54,14,13,194.0,1.0,11.0,33.0,24.0,13.0,441.0,325.0,32.0,103.0,2614.0,11.0,6791.0,25713.0,20.0,187.0,281.0,839.0,14.0,551.0,26.0,1.0,53.0,4177.0,9.0,89.0,743.0,91.0,20.0,23.0,22.0,11.0,22509.0,534.0,5.0,2317.0,35.0,186.0,212.0,16.0,0.0,503.0,4018.0,313.0,9.0,322.0,1.0,94.0,83.0,35.0,30.0,6335.0,46.0,3.0,1206.0,2.0,46.0,1113.0,42.0,100.0,138.0,71.0
2019,11,True,True,59,East Carolina,51,12,13,178.0,1.0,11.0,22.0,7.0,12.0,451.0,288.0,12.0,71.0,1696.0,10.0,5162.0,21288.0,17.0,79.0,270.0,615.0,3.0,449.0,17.0,0.0,108.0,3466.0,7.0,70.0,743.0,91.0,20.0,23.0,22.0,11.0,22509.0,534.0,5.0,2317.0,35.0,186.0,212.0,16.0,0.0,503.0,4018.0,313.0,9.0,322.0,1.0,94.0,83.0,35.0,30.0,6335.0,42.0,1.0,653.0,2.0,46.0,1113.0,32.0,90.0,138.0,71.0
2019,13,False,False,28,Navy,35,13,13,170.0,0.0,12.0,10.0,34.0,12.0,104.0,282.0,52.0,54.0,4687.0,4.0,5925.0,26104.0,16.0,112.0,55.0,459.0,26.0,773.0,19.0,1.0,57.0,1238.0,12.0,80.0,743.0,91.0,20.0,23.0,22.0,11.0,22509.0,534.0,5.0,2317.0,35.0,186.0,212.0,16.0,0.0,503.0,4018.0,313.0,9.0,322.0,1.0,94.0,83.0,35.0,30.0,6335.0,20.0,0.0,220.0,2.0,46.0,1113.0,45.0,101.0,138.0,71.0
2019,14,True,True,37,Tulane,20,13,13,181.0,0.0,12.0,19.0,34.0,5.0,336.0,299.0,33.0,103.0,3162.0,10.0,5841.0,23801.0,18.0,168.0,197.0,883.0,20.0,612.0,17.0,2.0,129.0,2679.0,8.0,70.0,743.0,91.0,20.0,23.0,22.0,11.0,22509.0,534.0,5.0,2317.0,35.0,186.0,212.0,16.0,0.0,503.0,4018.0,313.0,9.0,322.0,1.0,94.0,83.0,35.0,30.0,6335.0,43.0,1.0,980.0,2.0,46.0,1113.0,23.0,95.0,138.0,71.0
2020,1,False,True,31,Texas State,24,12,10,151.0,1.0,7.0,26.0,26.0,8.0,404.0,247.0,15.0,62.0,1577.0,14.0,4441.0,18532.0,18.0,209.0,247.0,592.0,10.0,372.0,17.0,1.0,156.0,2864.0,4.0,50.0,617.0,48.0,9.0,21.0,7.0,6.0,17625.0,376.0,6.0,1778.0,24.0,267.0,148.0,12.0,0.0,376.0,3180.0,246.0,7.0,250.0,1.0,69.0,69.0,23.0,17.0,4958.0,48.0,1.0,992.0,0.0,29.0,551.0,12.0,54.0,75.0,25.0
2020,3,False,True,65,North Texas,35,10,10,150.0,0.0,7.0,28.0,24.0,2.0,336.0,248.0,18.0,68.0,2302.0,9.0,5132.0,15007.0,15.0,57.0,185.0,536.0,11.0,443.0,15.0,0.0,21.0,2830.0,6.0,70.0,617.0,48.0,9.0,21.0,7.0,6.0,17625.0,376.0,6.0,1778.0,24.0,267.0,148.0,12.0,0.0,376.0,3180.0,246.0,7.0,250.0,1.0,69.0,69.0,23.0,17.0,4958.0,35.0,0.0,587.0,0.0,29.0,551.0,22.0,51.0,75.0,25.0
2020,5,True,True,30,Memphis,27,11,10,172.0,1.0,12.0,31.0,24.0,8.0,421.0,259.0,9.0,61.0,1597.0,10.0,4980.0,19116.0,18.0,188.0,253.0,520.0,14.0,395.0,21.0,0.0,58.0,3383.0,8.0,77.0,617.0,48.0,9.0,21.0,7.0,6.0,17625.0,376.0,6.0,1778.0,24.0,267.0,148.0,12.0,0.0,376.0,3180.0,246.0,7.0,250.0,1.0,69.0,69.0,23.0,17.0,4958.0,27.0,0.0,484.0,0.0,29.0,551.0,26.0,67.0,75.0,25.0
2020,7,False,True,37,Tulane,34,12,10,150.0,0.0,9.0,21.0,22.0,10.0,313.0,258.0,32.0,74.0,2606.0,10.0,4725.0,20526.0,14.0,253.0,165.0,607.0,12.0,515.0,20.0,1.0,142.0,2119.0,4.0,52.0,617.0,48.0,9.0,21.0,7.0,6.0,17625.0,376.0,6.0,1778.0,24.0,267.0,148.0,12.0,0.0,376.0,3180.0,246.0,7.0,250.0,1.0,69.0,69.0,23.0,17.0,4958.0,25.0,0.0,602.0,0.0,29.0,551.0,35.0,101.0,75.0,25.0
2020,8,True,False,13,Cincinnati,42,10,10,132.0,0.0,16.0,20.0,15.0,4.0,295.0,219.0,29.0,87.0,2126.0,6.0,4512.0,19205.0,16.0,123.0,197.0,762.0,10.0,381.0,15.0,1.0,130.0,2386.0,10.0,60.0,617.0,48.0,9.0,21.0,7.0,6.0,17625.0,376.0,6.0,1778.0,24.0,267.0,148.0,12.0,0.0,376.0,3180.0,246.0,7.0,250.0,1.0,69.0,69.0,23.0,17.0,4958.0,17.0,1.0,476.0,0.0,29.0,551.0,29.0,72.0,75.0,25.0
2020,9,True,True,51,Navy,37,10,10,140.0,0.0,3.0,6.0,30.0,6.0,124.0,143.0,15.0,44.0,1776.0,4.0,2750.0,18192.0,11.0,26.0,57.0,402.0,20.0,483.0,10.0,0.0,25.0,974.0,7.0,47.0,617.0,48.0,9.0,21.0,7.0,6.0,17625.0,376.0,6.0,1778.0,24.0,267.0,148.0,12.0,0.0,376.0,3180.0,246.0,7.0,250.0,1.0,69.0,69.0,23.0,17.0,4958.0,12.0,0.0,277.0,0.0,29.0,551.0,6.0,45.0,75.0,25.0
2020,10,False,True,47,Temple,23,7,10,115.0,0.0,3.0,11.0,14.0,9.0,240.0,146.0,5.0,36.0,978.0,11.0,2434.0,13512.0,14.0,46.0,146.0,311.0,8.0,283.0,5.0,0.0,45.0,1456.0,3.0,44.0,617.0,48.0,9.0,21.0,7.0,6.0,17625.0,376.0,6.0,1778.0,24.0,267.0,148.0,12.0,0.0,376.0,3180.0,246.0,7.0,250.0,1.0,69.0,69.0,23.0,17.0,4958.0,13.0,0.0,228.0,0.0,29.0,551.0,13.0,40.0,75.0,25.0
2020,11,False,False,24,Tulsa,28,9,10,138.0,0.0,6.0,15.0,17.0,10.0,306.0,199.0,13.0,81.0,1418.0,11.0,3692.0,15318.0,18.0,54.0,173.0,736.0,9.0,355.0,15.0,2.0,160.0,2274.0,7.0,57.0,617.0,48.0,9.0,21.0,7.0,6.0,17625.0,376.0,6.0,1778.0,24.0,267.0,148.0,12.0,0.0,376.0,3180.0,246.0,7.0,250.0,1.0,69.0,69.0,23.0,17.0,4958.0,16.0,0.0,267.0,0.0,29.0,551.0,22.0,67.0,75.0,25.0
2020,13,False,False,38,East Carolina,52,9,10,130.0,1.0,10.0,19.0,18.0,10.0,293.0,198.0,11.0,57.0,1562.0,9.0,3633.0,16773.0,20.0,190.0,176.0,524.0,10.0,361.0,13.0,1.0,80.0,2071.0,11.0,43.0,617.0,48.0,9.0,21.0,7.0,6.0,17625.0,376.0,6.0,1778.0,24.0,267.0,148.0,12.0,0.0,376.0,3180.0,246.0,7.0,250.0,1.0,69.0,69.0,23.0,17.0,4958.0,31.0,1.0,591.0,0.0,29.0,551.0,13.0,46.0,75.0,25.0
2021,2,True,True,35,North Texas,12,13,12,210.0,0.0,6.0,12.0,39.0,18.0,394.0,299.0,32.0,93.0,3043.0,14.0,5605.0,23285.0,19.0,93.0,204.0,889.0,16.0,639.0,12.0,0.0,114.0,2562.0,5.0,87.0,627.0,120.0,5.0,14.0,16.0,12.0,21041.0,422.0,6.0,1937.0,20.0,75.0,168.0,18.0,0.0,468.0,3654.0,313.0,10.0,297.0,0.0,73.0,67.0,39.0,24.0,5591.0,24.0,0.0,442.0,2.0,36.0,956.0,38.0,88.0,67.0,27.0
2021,3,False,True,39,Louisiana Tech,37,12,12,168.0,0.0,9.0,22.0,18.0,15.0,411.0,249.0,16.0,81.0,1466.0,16.0,4617.0,20361.0,23.0,195.0,248.0,625.0,8.0,416.0,22.0,2.0,211.0,3151.0,7.0,66.0,627.0,120.0,5.0,14.0,16.0,12.0,21041.0,422.0,6.0,1937.0,20.0,75.0,168.0,18.0,0.0,468.0,3654.0,313.0,10.0,297.0,0.0,73.0,67.0,39.0,24.0,5591.0,37.0,0.0,750.0,2.0,36.0,956.0,20.0,65.0,67.0,27.0
2021,4,False,True,42,TCU,34,12,12,166.0,0.0,10.0,19.0,18.0,3.0,310.0,252.0,21.0,85.0,2330.0,6.0,5168.0,21223.0,16.0,92.0,200.0,737.0,7.0,473.0,10.0,1.0,83.0,2838.0,10.0,76.0,627.0,120.0,5.0,14.0,16.0,12.0,21041.0,422.0,6.0,1937.0,20.0,75.0,168.0,18.0,0.0,468.0,3654.0,313.0,10.0,297.0,0.0,73.0,67.0,39.0,24.0,5591.0,30.0,1.0,804.0,2.0,36.0,956.0,15.0,49.0,67.0,27.0
2021,5,True,True,41,South Florida,17,12,12,169.0,0.0,10.0,6.0,30.0,8.0,354.0,243.0,25.0,60.0,1898.0,12.0,4207.0,21948.0,21.0,120.0,191.0,548.0,16.0,487.0,10.0,1.0,249.0,2309.0,9.0,58.0,627.0,120.0,5.0,14.0,16.0,12.0,21041.0,422.0,6.0,1937.0,20.0,75.0,168.0,18.0,0.0,468.0,3654.0,313.0,10.0,297.0,0.0,73.0,67.0,39.0,24.0,5591.0,36.0,3.0,803.0,2.0,36.0,956.0,9.0,49.0,67.0,27.0
2021,6,False,True,31,Navy,24,12,12,188.0,1.0,7.0,6.0,36.0,9.0,97.0,200.0,19.0,53.0,2712.0,3.0,3393.0,25052.0,8.0,162.0,48.0,422.0,25.0,697.0,16.0,0.0,23.0,681.0,5.0,70.0,627.0,120.0,5.0,14.0,16.0,12.0,21041.0,422.0,6.0,1937.0,20.0,75.0,168.0,18.0,0.0,468.0,3654.0,313.0,10.0,297.0,0.0,73.0,67.0,39.0,24.0,5591.0,32.0,1.0,686.0,2.0,36.0,956.0,16.0,61.0,67.0,27.0
2021,8,True,True,55,Tulane,26,12,12,169.0,0.0,10.0,23.0,38.0,9.0,376.0,234.0,19.0,72.0,1979.0,13.0,4640.0,20094.0,25.0,144.0,213.0,614.0,19.0,447.0,18.0,1.0,156.0,2661.0,12.0,61.0,627.0,120.0,5.0,14.0,16.0,12.0,21041.0,422.0,6.0,1937.0,20.0,75.0,168.0,18.0,0.0,468.0,3654.0,313.0,10.0,297.0,0.0,73.0,67.0,39.0,24.0,5591.0,34.0,0.0,693.0,2.0,36.0,956.0,34.0,88.0,67.0,27.0
