season,week,home,smu_points,opp,opp_points,opp_conference,opp_def_explosiveness,opp_def_fp_avg_pred_points,opp_def_fp_avg_start,opp_def_havoc_db,opp_def_havoc_7,opp_def_havoc_total,opp_def_line_yards,opp_def_open_field_yards,opp_def_pp_explosiveness,opp_def_pp_ppa,opp_def_pp_rate,opp_def_pp_success_rate,opp_def_points_per_opportunity,opp_def_power_success,opp_def_ppa,opp_def_rp_explosiveness,opp_def_rp_ppa,opp_def_rp_rate,opp_def_rp_success_rate,opp_def_second_level_yards,opp_def_stuff_rate,opp_def_success_rate,opp_def_total_ppa,opp_off_explosiveness,opp_off_fp_avg_pred_points,opp_off_fp_avg_start,opp_off_havoc_db,opp_off_havoc_7,opp_off_havoc_total,opp_off_line_yards,opp_off_open_field_yards,opp_off_pp_explosiveness,opp_off_pp_ppa,opp_off_pp_rate,opp_off_pp_success_rate,opp_off_points_per_opportunity,opp_off_power_success,opp_off_ppa,opp_off_rp_explosiveness,opp_off_rp_ppa,opp_off_rp_rate,opp_off_rp_success_rate,opp_off_second_level_yards,opp_off_stuff_rate,opp_off_success_rate,opp_off_total_ppa
2024,1,False,29,Nevada,24,Mountain West,1.246392709106633,-1.324,71.2,0.06594724220623502,0.07793764988009592,0.14388489208633093,3.2234800838574422,1.4570230607966457,1.5002082086513109,0.20957203620916517,0.42805755395683454,0.4369747899159664,4.329113924050633,0.8055555555555556,0.24479828320977665,1.0786163619499816,0.27116258127941667,0.5719424460431655,0.4947589098532495,1.2327044025157232,0.16771488469601678,0.47002398081534774,204.16176819695372,1.228131323061017,1.158,73.6,0.0592503022974607,0.10399032648125756,0.16324062877871826,3.0891705069124424,1.566820276497696,1.5185464117066474,0.2616815662172348,0.4740024183796856,0.4336734693877551,3.8805970149253732,0.7058823529411765,0.21456244588389983,0.9849265690228041,0.17656930634182189,0.524788391777509,0.46774193548387094,1.2649769585253456,0.15668202764976957,0.45102781136638453,177.44314274598517
2024,2,True,15,BYU,18,Big 12,1.1707680685664779,-1.187,73.1,0.07932379713914174,0.09362808842652796,0.1729518855656697,2.7871134020618555,1.1237113402061856,1.4216843460684518,0.10645700182154728,0.49154746423927176,0.38095238095238093,3.8,0.703125,0.11792529366275722,0.9654729324284991,0.1327846443241637,0.5045513654096229,0.4536082474226804,1.0283505154639174,0.17268041237113402,0.41612483745123535,90.6845508266603,1.2928080916247116,1.459,69.4,0.06762028608582575,0.09102730819245773,0.15864759427828348,3.2305,0.9975,1.683006046359455,0.290924792764883,0.4759427828348505,0.4262295081967213,3.8607594936708862,0.72,0.21845297205282432,0.965545290879443,0.17523239986084588,0.5201560468140443,0.465,1.265,0.19,0.4447334200260078,167.9903355086219
2024,4,True,66,TCU,42,Big 12,1.239586304079489,-1.109,74.0,0.055089820359281436,0.08862275449101796,0.1437125748502994,3.263863636363636,1.0681818181818181,1.52455507811832,0.17187773999444708,0.4694610778443114,0.3673469387755102,3.942857142857143,0.9,0.18563920024904026,1.0344087867715308,0.22488587937829385,0.5269461077844312,0.45454545454545453,1.1363636363636365,0.16136363636363638,0.4119760479041916,155.0087322079486,1.2954468510435306,1.436,69.3,0.051787916152897656,0.08384710234278668,0.13563501849568435,2.9189801699716713,1.161473087818697,1.5578305163239496,0.4644247622958709,0.55980271270037,0.486784140969163,4.481012658227848,0.7536231884057971,0.2878710301586372,0.9352804533604707,0.08038483467761541,0.4352651048088779,0.45609065155807366,0.9575070821529745,0.17563739376770537,0.47102342786683105,233.46340545865473
2024,5,True,42,Florida State,16,ACC,1.3781018393609883,-1.427,69.5,0.04648241206030151,0.09673366834170855,0.14321608040201006,3.0193693693693695,1.6126126126126126,1.7471473973840144,0.3369302921497739,0.4396984924623116,0.4057142857142857,3.6184210526315788,0.7962962962962963,0.23882217075546852,1.0932949413214788,0.17530526895350684,0.5577889447236181,0.4144144144144144,1.1261261261261262,0.16891891891891891,0.40954773869346733,190.10244792135293,1.288372956681775,1.085,73.7,0.056708160442600276,0.1507607192254495,0.2074688796680498,2.9565749235474006,0.7339449541284404,1.7180341827828343,0.013979568593626332,0.5435684647302904,0.3104325699745547,2.88,0.6923076923076923,0.040392399265119706,0.8882304407708651,0.08152632075077366,0.45228215767634855,0.40061162079510704,1.0886850152905199,0.17737003058103976,0.3499308437067773,29.20370466868155
2024,6,False,34,Louisville,27,ACC,1.3179755384359217,-1.147,73.3,0.05405405405405406,0.10565110565110565,0.1597051597051597,2.900250626566416,0.8922305764411027,1.660809368002958,0.2112933146822375,0.5098280098280098,0.38313253012048193,4.035714285714286,0.6231884057971014,0.13311736209268374,0.9751417088688854,0.051806534211318325,0.49017199017199015,0.39849624060150374,1.0902255639097744,0.21052631578947367,0.3906633906633907,108.35753274344457,1.3478767610455116,1.461,69.4,0.05370843989769821,0.07544757033248081,0.12915601023017903,3.1029649595687334,2.347708894878706,1.6335137258017334,0.3904165885322184,0.5217391304347826,0.45098039215686275,4.1375,0.6666666666666666,0.3005189322483432,1.0542611101229147,0.21861654708113312,0.4744245524296675,0.48247978436657685,1.2318059299191375,0.16981132075471697,0.4641943734015345,235.00580501820437
2024,8,False,40,Stanford,10,ACC,1.3283518743058402,-1.625,67.5,0.040207522697795074,0.10376134889753567,0.14396887159533073,2.9107042253521125,1.4788732394366197,1.573230948055876,0.37399276363732015,0.5395590142671854,0.4735576923076923,4.533333333333333,0.6956521739130435,0.2527244065763696,1.0171184708945042,0.11061838816128383,0.4604409857328145,0.43661971830985913,1.0253521126760563,0.2028169014084507,0.4565499351491569,194.85051747038094,1.2270450015217331,1.261,71.5,0.06965174129353234,0.1517412935323383,0.22139303482587064,2.7077306733167084,1.1820448877805485,1.448144987339967,0.141985776429929,0.5,0.39800995024875624,3.6721311475409837,0.6349206349206349,0.09827602646074628,1.0086746451580455,0.05932413959980763,0.4987562189054726,0.40399002493765584,1.0648379052369077,0.23690773067331672,0.40049751243781095,79.01392527444
2024,9,False,28,Duke,27,ACC,1.1616838862958245,-1.326,71.4,0.07043879907621248,0.15473441108545036,0.2251732101616628,2.7408988764044944,0.9483146067415731,1.4704523972290668,0.06171211623775946,0.48498845265588914,0.3476190476190476,3.1904761904761907,0.576271186440678,0.0554123086716437,0.9153439813982649,0.05346954799806944,0.5138568129330254,0.41123595505617977,1.1415730337078651,0.22247191011235956,0.37990762124711314,47.98705930964344,1.2607694103784566,1.479,68.8,0.08538163001293661,0.10219922380336352,0.18758085381630013,2.4315028901734106,0.6994219653179191,1.5972284320371972,0.275730705801003,0.5498059508408797,0.4164705882352941,3.701492537313433,0.78125,0.11510241288791977,0.7603219579952879,-0.08172169159786491,0.4476067270375162,0.3439306358381503,0.7774566473988439,0.24566473988439305,0.3829236739974127,88.97416516236198
2024,10,True,48,Pittsburgh,25,ACC,1.390148182195237,-1.341,70.7,0.06789413118527042,0.12658227848101267,0.19447640966628307,2.3816625916870415,0.9339853300733496,1.777960760033456,0.21880248183464446,0.5270425776754891,0.38427947598253276,3.742857142857143,0.5,0.10336441737920496,0.9608713664749442,-0.003806360458531502,0.4706559263521289,0.38875305623471884,0.9242053789731052,0.25183374083129584,0.38550057537399307,89.82367870252911,1.4057348658293018,1.219,73.0,0.08529048207663782,0.13226205191594562,0.21755253399258342,3.0636655948553053,1.7620578778135048,1.5936691954656714,0.18770009569054022,0.61557478368356,0.40562248995983935,4.014084507042253,0.7111111111111111,0.18165188447634215,1.1181383916887973,0.17196696748383203,0.38442521631644005,0.42443729903536975,1.2090032154340835,0.1832797427652733,0.41285537700865266,146.9563745413608
2024,12,True,38,Boston College,28,ACC,1.1878230513806989,-1.357,71.1,0.07069408740359898,0.09383033419023136,0.16452442159383032,2.7562857142857142,1.2057142857142857,1.3809207594664645,0.21294310214288648,0.5488431876606684,0.4309133489461358,3.656716417910448,0.8095238095238095,0.1338977186503705,0.9226739596808415,0.04563924483609885,0.4498714652956298,0.38285714285714284,0.8714285714285714,0.18571428571428572,0.4087403598971722,104.17242510998825,1.2801826086447723,1.431,69.5,0.040455120101137804,0.0922882427307206,0.13274336283185842,2.9972631578947366,1.1221052631578947,1.9475907455360086,0.3499015865698246,0.3994943109987358,0.40189873417721517,4.205882352941177,0.7142857142857143,0.17066261367636262,0.8605745225794901,0.05142152855144895,0.6005056890012642,0.42526315789473684,0.9831578947368421,0.16421052631578947,0.415929203539823,134.99412741800282
2024,13,False,33,Virginia,7,ACC,1.3000605028587127,-1.406,70.1,0.058823529411764705,0.08635794743429287,0.14518147684605756,3.2201511335012594,1.022670025188917,1.6273429357486906,0.34840860907773824,0.5018773466833542,0.40648379052369077,4.037974683544304,0.7719298245614035,0.2461287351340997,0.982518618566651,0.1474097228047852,0.49687108886107634,0.42317380352644834,0.9571788413098237,0.1385390428211587,0.4142678347934919,196.65685937214565,1.1896820615684607,1.353,70.5,0.06867469879518072,0.1108433734939759,0.17951807228915662,3.2333333333333334,1.0103359173126616,1.4821716115241461,0.08629993803712738,0.5313253012048192,0.36054421768707484,3.46875,0.7142857142857143,0.12073432878156197,0.91449958557465,0.16262930300777348,0.46626506024096387,0.43669250645994834,1.1886304909560723,0.12403100775193798,0.39518072289156625,100.20949288869643
2024,14,True,38,California,6,ACC,1.3149146145651514,-1.281,71.5,0.08483290488431877,0.10668380462724936,0.19151670951156813,2.991501416430595,0.7280453257790368,1.64801644705696,0.22586821885080216,0.5411311053984575,0.41092636579572445,3.1666666666666665,0.8372093023255814,0.14755644090340989,0.9090933679378068,0.07909023730035533,0.4537275064267352,0.40226628895184136,0.943342776203966,0.1671388101983003,0.40488431876606684,114.79891102285289,1.3098838836810707,1.415,69.8,0.05084745762711865,0.1421121251629726,0.19295958279009126,2.626315789473684,1.631578947368421,1.4481802320776698,0.28316099888421103,0.576271186440678,0.4411764705882353,3.0588235294117645,0.6666666666666666,0.18553933923129587,1.0975390967729066,0.0669959927293694,0.4211212516297262,0.3931888544891641,0.9876160990712074,0.21362229102167182,0.4198174706649283,142.3086731904039
2024,15,True,,Clemson,,ACC,1.3772829801428428,-1.186,72.8,0.08567774936061381,0.1265984654731458,0.21227621483375958,3.080926430517711,1.7275204359673024,1.6008509558945474,0.09494074713834436,0.5242966751918159,0.36341463414634145,3.5161290322580645,0.7647058823529411,0.1163164053530107,1.1609737049025572,0.18961770819863974,0.46930946291560105,0.4196185286103542,1.3133514986376023,0.1771117166212534,0.3874680306905371,90.95942898605438,1.2559744003247395,1.418,70.2,0.050175029171528586,0.08751458576429405,0.13768961493582263,3.486802030456853,1.7284263959390862,1.4567650098653502,0.27549061723454826,0.5379229871645275,0.44685466377440347,4.397435897435898,0.7636363636363637,0.2716027585048477,1.047071038883498,0.3036292045567272,0.4597432905484247,0.5025380710659898,1.3299492385786802,0.15228426395939088,0.47141190198366395,232.76356403865447
