season,week,home,win,SMU_points,opp,opp_points,opp_games,games,opp_thirdDowns,opp_puntReturnTDs,opp_passesIntercepted,opp_passingTDs,opp_fourthDowns,opp_fumblesRecovered,opp_passAttempts,opp_firstDowns,opp_rushingTDs,opp_penalties,opp_rushingYards,opp_interceptions,opp_totalYards,opp_possessionTime,opp_turnovers,opp_puntReturnYards,opp_passCompletions,opp_penaltyYards,opp_fourthDownConversions,opp_rushingAttempts,opp_puntReturns,opp_interceptionTDs,opp_interceptionYards,opp_netPassingYards,opp_fumblesLost,opp_thirdDownConversions,fourthDownConversions,penalties,turnovers,fumblesLost,thirdDowns,puntReturns,netPassingYards,penaltyYards,fumblesRecovered,passCompletions,fourthDowns,puntReturnYards,rushingAttempts,rushingTDs,thirdDownConversions,rushingYards,totalYards,puntReturnTDs,possessionTime,passAttempts,firstDowns,interceptions,passingTDs,passesIntercepted,interceptionTDs,interceptionYards,opp_kickReturns,opp_kickReturnTDs,opp_kickReturnYards,kickReturnTDs,kickReturnYards,kickReturns,opp_tacklesForLoss,opp_sacks,sacks,tacklesForLoss
2001,2,False,False,6,Louisiana Tech,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,3,True,False,10,TCU,38,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,5,True,False,17,NC State,26,12,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,7,True,False,31,Hawai'i,38,12,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,8,False,True,24,San José State,17,12,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,10,True,True,40,UTEP,14,11,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,11,False,False,14,Nevada,35,11,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,True,False,13,Fresno State,38,14,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,13,False,True,24,Tulsa,14,11,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,14,True,True,37,Rice,20,12,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,15,False,False,10,North Carolina,19,13,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,True,False,7,Navy,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,True,False,14,Texas Tech,24,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,False,False,6,TCU,17,12,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,5,False,False,16,Oklahoma State,52,13,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,6,False,False,10,Hawai'i,42,14,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,7,True,False,23,San José State,34,13,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,8,False,False,7,Fresno State,30,14,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,9,True,True,37,Louisiana Tech,34,12,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,10,False,False,15,Rice,27,11,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,11,True,False,6,Nevada,24,12,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,13,False,True,42,UTEP,35,12,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,14,True,True,24,Tulsa,21,12,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,False,False,10,Texas Tech,58,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,4,False,False,7,Baylor,10,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,5,True,False,6,Oklahoma State,52,13,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,6,False,False,9,Nevada,12,12,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,7,True,False,19,UTEP,21,13,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,False,False,14,San José State,31,11,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,True,False,3,Boise State,45,14,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,10,False,False,16,Tulsa,35,13,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,11,True,False,11,Fresno State,20,14,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12,False,False,6,Louisiana Tech,41,12,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,13,True,False,20,Rice,41,12,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,15,True,False,13,TCU,20,13,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,True,False,13,Texas Tech,27,12,,178.0,1.0,11.0,34.0,27.0,10.0,651.0,319.0,23.0,0.0,1104.0,18.0,5900.0,13026.0,26.0,424.0,426.0,0.0,10.0,293.0,40.0,0.0,250.0,4972.0,8.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3,False,False,0,TCU,44,11,1.0,168.0,0.0,9.0,21.0,17.0,11.0,365.0,241.0,26.0,0.0,1828.0,8.0,4738.0,12094.0,14.0,201.0,204.0,0.0,8.0,476.0,28.0,1.0,190.0,3085.0,6.0,52.0,1.0,0.0,3.0,2.0,17.0,2.0,162.0,0.0,0.0,18.0,2.0,25.0,39.0,1.0,6.0,160.0,322.0,0.0,1053.0,37.0,20.0,1.0,0.0,,,,,,,,,,,,,
2004,4,False,False,7,Oklahoma State,59,12,2.0,170.0,2.0,11.0,14.0,18.0,18.0,201.0,225.0,32.0,0.0,2844.0,5.0,4566.0,13933.0,9.0,426.0,104.0,0.0,8.0,594.0,33.0,2.0,167.0,1809.0,4.0,65.0,2.0,0.0,6.0,3.0,31.0,4.0,363.0,0.0,0.0,32.0,4.0,69.0,69.0,1.0,11.0,166.0,492.0,0.0,1965.0,66.0,33.0,3.0,0.0,,,,,,,,,,,,,
2004,5,True,True,36,San José State,13,11,3.0,151.0,1.0,12.0,15.0,24.0,9.0,263.0,195.0,22.0,0.0,1782.0,9.0,3715.0,11377.0,25.0,203.0,135.0,0.0,10.0,441.0,20.0,1.0,110.0,2154.0,16.0,49.0,2.0,0.0,11.0,6.0,47.0,5.0,516.0,0.0,0.0,51.0,5.0,72.0,106.0,2.0,19.0,329.0,802.0,0.0,2970.0,99.0,50.0,5.0,0.0,,,,,,,,,,,,,
2004,6,False,False,20,Boise State,38,12,4.0,167.0,2.0,23.0,18.0,25.0,8.0,355.0,313.0,49.0,0.0,2758.0,13.0,5912.0,14216.0,23.0,710.0,221.0,0.0,17.0,596.0,48.0,4.0,455.0,3362.0,10.0,66.0,3.0,0.0,11.0,6.0,63.0,9.0,715.0,0.0,0.0,65.0,6.0,109.0,155.0,4.0,27.0,541.0,1191.0,0.0,4017.0,123.0,72.0,5.0,3.0,,,,,,,,,,,,,
2004,7,False,False,10,Rice,44,11,5.0,167.0,0.0,13.0,5.0,34.0,7.0,136.0,237.0,30.0,0.0,3372.0,11.0,4200.0,13496.0,24.0,191.0,59.0,0.0,15.0,688.0,25.0,1.0,130.0,962.0,13.0,64.0,3.0,0.0,12.0,6.0,76.0,9.0,964.0,0.0,0.0,82.0,8.0,109.0,179.0,4.0,31.0,597.0,1496.0,0.0,4883.0,158.0,86.0,6.0,5.0,2.0,1.0,53.0,,,,,,,,,,
2004,8,True,False,10,Louisiana Tech,41,12,6.0,170.0,1.0,9.0,11.0,13.0,15.0,300.0,219.0,25.0,0.0,2403.0,11.0,4560.0,13027.0,30.0,210.0,154.0,0.0,6.0,490.0,41.0,1.0,164.0,2398.0,19.0,49.0,3.0,0.0,15.0,7.0,88.0,10.0,1193.0,0.0,1.0,99.0,11.0,112.0,211.0,4.0,35.0,713.0,1821.0,0.0,5744.0,187.0,101.0,8.0,6.0,2.0,1.0,53.0,,,,,,,,,,
2004,10,False,False,0,Fresno State,42,12,7.0,156.0,1.0,14.0,23.0,9.0,14.0,298.0,246.0,36.0,0.0,2730.0,15.0,4854.0,13101.0,22.0,311.0,175.0,0.0,7.0,506.0,45.0,4.0,437.0,2215.0,7.0,74.0,3.0,0.0,20.0,8.0,105.0,12.0,1490.0,0.0,2.0,125.0,13.0,121.0,242.0,4.0,44.0,775.0,2171.0,0.0,6911.0,240.0,122.0,12.0,7.0,2.0,1.0,53.0,,,,,,,,,,
2004,11,True,True,41,Tulsa,35,12,8.0,172.0,1.0,10.0,13.0,18.0,7.0,338.0,240.0,24.0,0.0,2021.0,16.0,4263.0,13131.0,28.0,215.0,184.0,0.0,10.0,513.0,31.0,1.0,90.0,2480.0,12.0,62.0,4.0,0.0,24.0,10.0,121.0,14.0,1751.0,0.0,2.0,141.0,16.0,129.0,281.0,4.0,52.0,896.0,2527.0,0.0,8014.0,269.0,139.0,14.0,7.0,2.0,1.0,53.0,,,,,,,,,,
2004,12,True,True,38,Nevada,20,12,9.0,177.0,0.0,15.0,18.0,23.0,14.0,473.0,283.0,26.0,0.0,1849.0,14.0,5025.0,13587.0,27.0,207.0,278.0,0.0,12.0,463.0,25.0,2.0,152.0,3379.0,13.0,68.0,5.0,0.0,25.0,11.0,137.0,17.0,1961.0,0.0,2.0,156.0,17.0,164.0,326.0,8.0,57.0,1085.0,2917.0,0.0,9187.0,295.0,157.0,14.0,8.0,4.0,1.0,63.0,,,,,,,,,,
2004,13,False,False,27,UTEP,57,12,10.0,165.0,1.0,17.0,29.0,9.0,12.0,393.0,239.0,20.0,0.0,1707.0,19.0,4727.0,12638.0,30.0,335.0,229.0,0.0,5.0,454.0,32.0,2.0,295.0,3140.0,11.0,58.0,7.0,0.0,29.0,13.0,150.0,20.0,2213.0,0.0,5.0,170.0,20.0,186.0,378.0,10.0,60.0,1255.0,3317.0,0.0,10403.0,318.0,179.0,16.0,9.0,5.0,1.0,63.0,,,,,,,,,,
2005,2,True,True,21,TCU,10,12,1.0,192.0,0.0,26.0,15.0,20.0,17.0,378.0,255.0,32.0,0.0,2306.0,11.0,4799.0,13286.0,19.0,325.0,209.0,0.0,9.0,537.0,46.0,0.0,297.0,2629.0,8.0,65.0,2.0,0.0,2.0,2.0,12.0,2.0,123.0,0.0,1.0,9.0,4.0,35.0,36.0,1.0,1.0,170.0,276.0,0.0,846.0,26.0,17.0,0.0,1.0,2.0,0.0,41.0,,,,,,,,,,
2005,3,False,False,8,Texas A&M,66,11,2.0,144.0,1.0,12.0,19.0,17.0,16.0,321.0,237.0,23.0,0.0,2584.0,10.0,4865.0,11645.0,22.0,136.0,166.0,0.0,11.0,452.0,20.0,0.0,74.0,2406.0,12.0,45.0,2.0,0.0,3.0,3.0,29.0,3.0,239.0,0.0,2.0,20.0,4.0,44.0,88.0,3.0,6.0,342.0,549.0,0.0,2132.0,47.0,35.0,0.0,2.0,5.0,0.0,83.0,,,,,,,,,,
2005,4,True,False,10,Tulane,31,11,3.0,174.0,0.0,7.0,20.0,25.0,7.0,423.0,197.0,9.0,0.0,979.0,16.0,3530.0,11577.0,26.0,308.0,218.0,0.0,11.0,341.0,33.0,2.0,134.0,2741.0,10.0,68.0,3.0,0.0,7.0,5.0,47.0,3.0,570.0,0.0,3.0,43.0,8.0,44.0,114.0,3.0,14.0,381.0,897.0,0.0,3306.0,92.0,49.0,2.0,3.0,5.0,0.0,83.0,,,,,,,,,,
2005,5,False,False,13,Marshall,16,11,4.0,161.0,0.0,9.0,12.0,15.0,11.0,407.0,221.0,13.0,0.0,1360.0,14.0,3616.0,12034.0,31.0,274.0,228.0,0.0,4.0,375.0,41.0,0.0,147.0,2398.0,17.0,57.0,3.0,0.0,9.0,7.0,59.0,6.0,676.0,0.0,3.0,51.0,10.0,66.0,145.0,3.0,17.0,444.0,1024.0,0.0,4018.0,110.0,59.0,2.0,3.0,6.0,0.0,95.0,,,,,,,,,,
2005,6,False,True,28,UAB,27,11,5.0,132.0,0.0,13.0,19.0,13.0,5.0,372.0,224.0,13.0,0.0,1379.0,11.0,4408.0,10856.0,16.0,112.0,234.0,0.0,6.0,319.0,31.0,1.0,72.0,3094.0,5.0,48.0,3.0,0.0,9.0,7.0,77.0,9.0,835.0,0.0,3.0,61.0,10.0,97.0,179.0,3.0,22.0,484.0,1215.0,0.0,4977.0,135.0,66.0,2.0,4.0,7.0,0.0,134.0,,,,,,,,,,
2005,7,True,False,17,East Carolina,24,11,6.0,159.0,0.0,15.0,14.0,12.0,5.0,370.0,216.0,17.0,0.0,1512.0,8.0,4328.0,10527.0,23.0,138.0,224.0,0.0,5.0,394.0,25.0,0.0,160.0,2971.0,15.0,57.0,3.0,0.0,10.0,8.0,93.0,11.0,1199.0,0.0,4.0,91.0,11.0,103.0,215.0,4.0,28.0,564.0,1628.0,0.0,6242.0,178.0,88.0,2.0,6.0,9.0,0.0,166.0,,,,,,,,,,
2005,8,False,False,13,Tulsa,20,13,7.0,194.0,1.0,22.0,21.0,7.0,16.0,406.0,264.0,29.0,0.0,2158.0,8.0,5229.0,15098.0,19.0,232.0,255.0,0.0,4.0,491.0,38.0,0.0,171.0,3198.0,11.0,88.0,3.0,0.0,15.0,9.0,108.0,13.0,1425.0,0.0,4.0,110.0,11.0,137.0,249.0,6.0,36.0,707.0,1982.0,0.0,7137.0,215.0,106.0,6.0,6.0,10.0,0.0,190.0,,,,,,,,,,
2005,10,True,True,27,Rice,7,11,8.0,168.0,0.0,6.0,9.0,35.0,5.0,210.0,224.0,22.0,0.0,2576.0,12.0,3712.0,12621.0,31.0,120.0,89.0,0.0,18.0,600.0,28.0,1.0,102.0,1276.0,19.0,59.0,3.0,0.0,18.0,11.0,122.0,17.0,1660.0,0.0,4.0,130.0,12.0,143.0,285.0,7.0,39.0,821.0,2319.0,0.0,8155.0,247.0,124.0,7.0,6.0,10.0,0.0,190.0,,,,,,,,,,
2005,12,False,True,29,Houston,24,12,9.0,165.0,1.0,10.0,18.0,21.0,13.0,384.0,240.0,21.0,16.0,1874.0,13.0,4359.0,12176.0,25.0,292.0,228.0,164.0,11.0,440.0,26.0,0.0,114.0,3109.0,12.0,63.0,3.0,0.0,20.0,13.0,136.0,22.0,1776.0,0.0,6.0,139.0,12.0,189.0,334.0,10.0,43.0,1101.0,2710.0,0.0,9204.0,264.0,140.0,7.0,6.0,11.0,0.0,190.0,3.0,0.0,58.0,,,,,,,
2005,13,True,True,40,UTEP,27,12,10.0,153.0,1.0,13.0,27.0,14.0,8.0,406.0,240.0,13.0,11.0,1312.0,17.0,4035.0,11670.0,33.0,155.0,235.0,85.0,8.0,352.0,15.0,2.0,267.0,3435.0,16.0,55.0,3.0,0.0,20.0,13.0,136.0,22.0,1776.0,0.0,6.0,139.0,12.0,189.0,334.0,10.0,43.0,1101.0,2710.0,0.0,9204.0,264.0,140.0,7.0,6.0,11.0,0.0,190.0,3.0,0.0,63.0,,,,,,,
2006,2,False,False,6,North Texas,24,12,1.0,159.0,1.0,6.0,9.0,21.0,9.0,253.0,153.0,5.0,76.0,1404.0,19.0,2786.0,12995.0,31.0,140.0,136.0,619.0,14.0,437.0,31.0,0.0,26.0,1554.0,12.0,46.0,0.0,8.0,1.0,1.0,13.0,4.0,71.0,67.0,0.0,10.0,0.0,58.0,34.0,0.0,3.0,118.0,189.0,0.0,946.0,19.0,10.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
2006,4,True,True,55,Arkansas State,9,12,3.0,176.0,0.0,19.0,8.0,17.0,9.0,300.0,224.0,12.0,68.0,2012.0,15.0,3747.0,14711.0,33.0,68.0,144.0,594.0,4.0,507.0,21.0,1.0,293.0,1976.0,18.0,76.0,1.0,22.0,5.0,3.0,38.0,8.0,501.0,189.0,2.0,48.0,3.0,64.0,100.0,1.0,13.0,424.0,902.0,0.0,2687.0,69.0,42.0,2.0,6.0,3.0,0.0,1.0,,,,,,,,,,
2006,5,False,True,33,Tulane,28,12,4.0,173.0,0.0,8.0,18.0,14.0,7.0,440.0,227.0,9.0,72.0,1106.0,12.0,4064.0,12470.0,28.0,169.0,245.0,584.0,4.0,353.0,26.0,1.0,106.0,3178.0,16.0,69.0,2.0,27.0,7.0,4.0,50.0,10.0,749.0,234.0,7.0,65.0,4.0,72.0,131.0,2.0,20.0,650.0,1359.0,0.0,3611.0,97.0,62.0,3.0,11.0,4.0,0.0,30.0,,,,,,,,,,
2006,6,False,False,21,UTEP,24,12,5.0,150.0,0.0,15.0,29.0,13.0,10.0,447.0,212.0,8.0,71.0,691.0,17.0,4445.0,12349.0,26.0,-21.0,290.0,631.0,3.0,288.0,11.0,0.0,112.0,3940.0,9.0,55.0,2.0,35.0,8.0,4.0,66.0,13.0,1021.0,304.0,9.0,88.0,4.0,100.0,169.0,3.0,28.0,748.0,1718.0,0.0,4890.0,137.0,86.0,4.0,13.0,4.0,0.0,30.0,,,,,,,,,,
2006,7,True,True,31,Marshall,21,12,6.0,145.0,1.0,11.0,16.0,10.0,12.0,295.0,210.0,23.0,79.0,2005.0,16.0,4252.0,13382.0,33.0,176.0,180.0,673.0,4.0,406.0,26.0,1.0,179.0,2341.0,17.0,65.0,4.0,42.0,12.0,5.0,77.0,16.0,1164.0,347.0,10.0,98.0,7.0,105.0,192.0,3.0,28.0,806.0,1908.0,0.0,5688.0,157.0,93.0,7.0,13.0,5.0,0.0,30.0,,,,,,,,,,
2006,8,False,False,21,East Carolina,38,13,7.0,186.0,0.0,16.0,12.0,18.0,12.0,430.0,264.0,16.0,59.0,1502.0,11.0,4526.0,14326.0,24.0,146.0,248.0,511.0,10.0,450.0,27.0,3.0,214.0,3236.0,13.0,80.0,4.0,44.0,13.0,6.0,91.0,16.0,1426.0,367.0,11.0,121.0,8.0,105.0,237.0,3.0,36.0,941.0,2274.0,0.0,6895.0,186.0,118.0,7.0,17.0,8.0,0.0,45.0,,,,,,,,,,
2006,10,True,True,22,UAB,9,12,8.0,149.0,0.0,12.0,12.0,18.0,14.0,304.0,211.0,14.0,94.0,1507.0,12.0,3721.0,13713.0,21.0,73.0,177.0,702.0,10.0,432.0,35.0,0.0,100.0,2440.0,9.0,48.0,4.0,52.0,15.0,8.0,105.0,18.0,1689.0,432.0,11.0,143.0,9.0,129.0,271.0,3.0,44.0,1030.0,2587.0,0.0,7991.0,219.0,139.0,7.0,20.0,8.0,0.0,45.0,,,,,,,,,,
2006,11,True,False,27,Houston,37,14,9.0,175.0,0.0,12.0,30.0,33.0,13.0,445.0,311.0,29.0,92.0,2356.0,5.0,6245.0,15156.0,16.0,160.0,300.0,773.0,19.0,490.0,26.0,0.0,135.0,4107.0,11.0,76.0,4.0,58.0,17.0,9.0,115.0,20.0,1837.0,479.0,11.0,161.0,9.0,144.0,297.0,4.0,48.0,1140.0,2845.0,0.0,8973.0,242.0,153.0,8.0,21.0,9.0,1.0,56.0,,,,,,,,,,
2006,12,True,True,34,Tulsa,24,13,10.0,161.0,0.0,8.0,16.0,21.0,5.0,365.0,258.0,30.0,65.0,2107.0,9.0,5051.0,15300.0,19.0,206.0,243.0,562.0,13.0,484.0,43.0,1.0,62.0,3026.0,10.0,74.0,4.0,62.0,19.0,11.0,131.0,21.0,2176.0,508.0,12.0,184.0,11.0,150.0,332.0,4.0,56.0,1184.0,3188.0,0.0,10113.0,278.0,173.0,8.0,24.0,9.0,1.0,56.0,,,,,,,,,,
2006,13,False,False,27,Rice,31,13,11.0,182.0,0.0,11.0,29.0,17.0,21.0,435.0,254.0,15.0,75.0,1703.0,14.0,4486.0,15154.0,22.0,201.0,248.0,557.0,10.0,438.0,32.0,1.0,131.0,3049.0,8.0,68.0,4.0,69.0,19.0,11.0,141.0,24.0,2378.0,565.0,13.0,195.0,11.0,165.0,366.0,6.0,60.0,1363.0,3557.0,0.0,11063.0,297.0,194.0,8.0,26.0,9.0,1.0,56.0,,,,,,,,,,
2007,2,True,True,45,North Texas,31,12,1.0,189.0,1.0,10.0,21.0,31.0,14.0,553.0,258.0,16.0,99.0,1425.0,28.0,4901.0,13626.0,36.0,169.0,330.0,793.0,12.0,381.0,33.0,2.0,119.0,3758.0,8.0,67.0,2.0,7.0,3.0,1.0,15.0,4.0,165.0,54.0,0.0,16.0,2.0,24.0,31.0,0.0,4.0,115.0,270.0,0.0,929.0,34.0,15.0,2.0,0.0,,,,,,,,,,,,,
2007,3,False,False,28,Arkansas State,45,12,2.0,171.0,1.0,13.0,16.0,24.0,9.0,388.0,241.0,16.0,84.0,2112.0,16.0,4558.0,12835.0,25.0,287.0,205.0,721.0,11.0,460.0,26.0,2.0,255.0,2694.0,9.0,62.0,2.0,16.0,5.0,2.0,26.0,6.0,525.0,119.0,1.0,46.0,2.0,30.0,63.0,3.0,9.0,296.0,804.0,0.0,2069.0,76.0,43.0,3.0,2.0,3.0,1.0,47.0,,,,,,,,,,
2007,4,False,False,7,TCU,21,13,3.0,211.0,2.0,16.0,13.0,26.0,5.0,443.0,288.0,21.0,85.0,2145.0,12.0,5026.0,14423.0,31.0,629.0,259.0,738.0,12.0,574.0,74.0,2.0,313.0,3066.0,19.0,82.0,3.0,25.0,9.0,4.0,39.0,8.0,792.0,196.0,1.0,67.0,4.0,31.0,86.0,3.0,13.0,392.0,1151.0,0.0,2930.0,116.0,62.0,5.0,6.0,4.0,1.0,61.0,,,,,,,,,,
2007,5,True,False,45,UTEP,48,12,4.0,156.0,0.0,15.0,26.0,21.0,10.0,412.0,236.0,18.0,77.0,1557.0,9.0,4643.0,11332.0,19.0,299.0,228.0,707.0,7.0,370.0,25.0,2.0,358.0,3346.0,10.0,59.0,4.0,30.0,11.0,5.0,55.0,13.0,1034.0,226.0,3.0,86.0,8.0,68.0,133.0,4.0,17.0,541.0,1503.0,0.0,4255.0,150.0,85.0,6.0,6.0,4.0,1.0,61.0,,,,,,,,,,
2007,7,False,False,7,Southern Miss,28,13,5.0,198.0,0.0,17.0,14.0,22.0,13.0,380.0,274.0,30.0,70.0,2621.0,16.0,5066.0,14166.0,31.0,159.0,217.0,687.0,11.0,566.0,43.0,1.0,199.0,2602.0,15.0,89.0,4.0,34.0,13.0,6.0,68.0,16.0,1293.0,260.0,3.0,101.0,9.0,92.0,178.0,7.0,24.0,798.0,2019.0,0.0,5206.0,179.0,114.0,7.0,8.0,6.0,2.0,113.0,,,,,,,,,,
