season,week,home,win,SMU_points,opp,opp_points,opp_games,games,opp_thirdDowns,opp_puntReturnTDs,opp_passesIntercepted,opp_passingTDs,opp_fourthDowns,opp_fumblesRecovered,opp_passAttempts,opp_firstDowns,opp_rushingTDs,opp_penalties,opp_rushingYards,opp_interceptions,opp_totalYards,opp_possessionTime,opp_turnovers,opp_puntReturnYards,opp_passCompletions,opp_penaltyYards,opp_fourthDownConversions,opp_rushingAttempts,opp_puntReturns,opp_interceptionTDs,opp_interceptionYards,opp_netPassingYards,opp_fumblesLost,opp_thirdDownConversions,fourthDownConversions,penalties,turnovers,fumblesLost,thirdDowns,puntReturns,netPassingYards,penaltyYards,fumblesRecovered,passCompletions,fourthDowns,puntReturnYards,rushingAttempts,rushingTDs,thirdDownConversions,rushingYards,totalYards,puntReturnTDs,possessionTime,passAttempts,firstDowns,interceptions,passingTDs,passesIntercepted,interceptionTDs,interceptionYards,opp_kickReturns,opp_kickReturnTDs,opp_kickReturnYards,kickReturnTDs,kickReturnYards,kickReturns,opp_tacklesForLoss,opp_sacks,sacks,tacklesForLoss
2020,11,False,False,24,Tulsa,28,9,8.0,138.0,0.0,6.0,15.0,17.0,10.0,306.0,199.0,13.0,81.0,1418.0,11.0,3692.0,15318.0,18.0,54.0,173.0,736.0,9.0,355.0,15.0,2.0,160.0,2274.0,7.0,57.0,5.0,50.0,8.0,5.0,119.0,19.0,2666.0,470.0,6.0,193.0,12.0,214.0,309.0,20.0,60.0,1557.0,4223.0,0.0,14000.0,289.0,199.0,3.0,20.0,6.0,0.0,30.0,16.0,0.0,267.0,0.0,453.0,23.0,67.0,22.0,20.0,60.0
2020,13,False,False,38,East Carolina,52,9,9.0,130.0,1.0,10.0,19.0,18.0,10.0,293.0,198.0,11.0,57.0,1562.0,9.0,3633.0,16773.0,20.0,190.0,176.0,524.0,10.0,361.0,13.0,1.0,80.0,2071.0,11.0,43.0,6.0,61.0,9.0,5.0,135.0,20.0,2866.0,540.0,7.0,211.0,15.0,228.0,349.0,21.0,64.0,1708.0,4574.0,0.0,15842.0,325.0,224.0,4.0,21.0,7.0,1.0,48.0,31.0,1.0,591.0,0.0,503.0,25.0,46.0,13.0,23.0,68.0
2021,2,True,True,35,North Texas,12,13,1.0,210.0,0.0,6.0,12.0,39.0,18.0,394.0,299.0,32.0,93.0,3043.0,14.0,5605.0,23285.0,19.0,93.0,204.0,889.0,16.0,639.0,12.0,0.0,114.0,2562.0,5.0,87.0,2.0,2.0,0.0,0.0,12.0,1.0,319.0,10.0,1.0,26.0,2.0,20.0,38.0,1.0,5.0,171.0,490.0,0.0,1898.0,35.0,26.0,0.0,7.0,3.0,0.0,57.0,24.0,0.0,442.0,,,,88.0,38.0,2.0,6.0
2021,3,False,True,39,Louisiana Tech,37,12,2.0,168.0,0.0,9.0,22.0,18.0,15.0,411.0,249.0,16.0,81.0,1466.0,16.0,4617.0,20361.0,23.0,195.0,248.0,625.0,8.0,416.0,22.0,2.0,211.0,3151.0,7.0,66.0,2.0,8.0,4.0,2.0,23.0,4.0,630.0,80.0,1.0,47.0,3.0,22.0,69.0,2.0,8.0,396.0,1026.0,0.0,3332.0,68.0,46.0,2.0,11.0,5.0,0.0,74.0,37.0,0.0,750.0,0.0,72.0,3.0,65.0,20.0,4.0,11.0
2021,4,False,True,42,TCU,34,12,3.0,166.0,0.0,10.0,19.0,18.0,3.0,310.0,252.0,21.0,85.0,2330.0,6.0,5168.0,21223.0,16.0,92.0,200.0,737.0,7.0,473.0,10.0,1.0,83.0,2838.0,10.0,76.0,2.0,16.0,4.0,2.0,39.0,5.0,1025.0,165.0,1.0,83.0,5.0,27.0,107.0,2.0,16.0,579.0,1604.0,0.0,5289.0,118.0,77.0,2.0,16.0,6.0,0.0,109.0,30.0,1.0,804.0,0.0,197.0,9.0,49.0,15.0,5.0,13.0
2021,5,True,True,41,South Florida,17,12,4.0,169.0,0.0,10.0,6.0,30.0,8.0,354.0,243.0,25.0,60.0,1898.0,12.0,4207.0,21948.0,21.0,120.0,191.0,548.0,16.0,487.0,10.0,1.0,249.0,2309.0,9.0,58.0,2.0,20.0,7.0,2.0,51.0,5.0,1270.0,195.0,2.0,100.0,6.0,27.0,159.0,4.0,24.0,929.0,2199.0,0.0,7321.0,146.0,106.0,5.0,20.0,6.0,0.0,109.0,36.0,3.0,803.0,0.0,227.0,11.0,49.0,9.0,7.0,16.0
2021,6,False,True,31,Navy,24,12,5.0,188.0,1.0,7.0,6.0,36.0,9.0,97.0,200.0,19.0,53.0,2712.0,3.0,3393.0,25052.0,8.0,162.0,48.0,422.0,25.0,697.0,16.0,0.0,23.0,681.0,5.0,70.0,3.0,24.0,8.0,2.0,67.0,7.0,1571.0,235.0,3.0,129.0,7.0,32.0,199.0,5.0,33.0,1091.0,2662.0,0.0,9290.0,188.0,136.0,6.0,24.0,6.0,0.0,109.0,32.0,1.0,686.0,0.0,266.0,12.0,61.0,16.0,9.0,23.0
2021,8,True,True,55,Tulane,26,12,6.0,169.0,0.0,10.0,23.0,38.0,9.0,376.0,234.0,19.0,72.0,1979.0,13.0,4640.0,20094.0,25.0,144.0,213.0,614.0,19.0,447.0,18.0,1.0,156.0,2661.0,12.0,61.0,5.0,30.0,10.0,3.0,78.0,9.0,1895.0,280.0,3.0,159.0,9.0,62.0,228.0,6.0,35.0,1171.0,3066.0,0.0,10951.0,228.0,158.0,7.0,26.0,6.0,0.0,109.0,34.0,0.0,693.0,1.0,371.0,14.0,88.0,34.0,12.0,31.0
2021,9,False,False,37,Houston,44,14,7.0,197.0,2.0,14.0,32.0,25.0,11.0,459.0,303.0,27.0,91.0,2003.0,12.0,5805.0,28214.0,14.0,396.0,307.0,860.0,17.0,515.0,29.0,2.0,210.0,3802.0,2.0,83.0,7.0,35.0,10.0,3.0,92.0,9.0,2333.0,341.0,3.0,190.0,12.0,62.0,266.0,10.0,42.0,1345.0,3678.0,0.0,13014.0,272.0,189.0,7.0,29.0,7.0,0.0,101.0,43.0,2.0,878.0,1.0,498.0,17.0,99.0,45.0,13.0,35.0
2021,10,False,False,25,Memphis,28,12,8.0,175.0,1.0,9.0,26.0,38.0,11.0,445.0,270.0,18.0,58.0,1645.0,11.0,5230.0,19227.0,19.0,131.0,268.0,475.0,22.0,416.0,10.0,0.0,41.0,3585.0,8.0,71.0,10.0,38.0,11.0,3.0,106.0,9.0,2638.0,363.0,4.0,214.0,15.0,62.0,290.0,11.0,47.0,1395.0,4033.0,0.0,14491.0,309.0,207.0,8.0,32.0,7.0,0.0,101.0,33.0,0.0,678.0,2.0,658.0,21.0,68.0,27.0,16.0,44.0
2021,11,True,True,55,UCF,28,13,9.0,174.0,0.0,11.0,29.0,14.0,12.0,390.0,259.0,27.0,80.0,2552.0,9.0,5232.0,22303.0,15.0,186.0,252.0,696.0,11.0,476.0,24.0,0.0,114.0,2680.0,6.0,65.0,11.0,45.0,14.0,5.0,120.0,10.0,2900.0,423.0,4.0,233.0,16.0,62.0,319.0,12.0,53.0,1456.0,4356.0,0.0,15876.0,337.0,223.0,9.0,34.0,8.0,0.0,109.0,28.0,0.0,554.0,2.0,752.0,25.0,89.0,36.0,20.0,53.0
2021,12,False,False,14,Cincinnati,48,14,10.0,158.0,0.0,19.0,33.0,19.0,15.0,400.0,277.0,34.0,101.0,2406.0,9.0,5783.0,22810.0,19.0,224.0,257.0,754.0,12.0,464.0,22.0,1.0,214.0,3377.0,10.0,62.0,11.0,50.0,15.0,5.0,140.0,13.0,3290.0,475.0,5.0,272.0,18.0,69.0,355.0,16.0,66.0,1697.0,4987.0,0.0,17834.0,395.0,259.0,10.0,37.0,8.0,0.0,109.0,28.0,1.0,667.0,2.0,785.0,27.0,102.0,39.0,27.0,64.0
2021,13,True,False,31,Tulsa,34,13,11.0,189.0,0.0,11.0,18.0,19.0,7.0,410.0,294.0,20.0,97.0,2496.0,16.0,5750.0,24073.0,24.0,76.0,243.0,930.0,9.0,549.0,23.0,1.0,115.0,3254.0,8.0,73.0,12.0,53.0,16.0,6.0,151.0,13.0,3356.0,502.0,5.0,287.0,19.0,69.0,386.0,17.0,68.0,1830.0,5186.0,0.0,19313.0,421.0,274.0,10.0,38.0,8.0,0.0,109.0,33.0,1.0,516.0,2.0,826.0,30.0,73.0,25.0,27.0,65.0
2022,3,False,False,27,Maryland,34,13,2.0,199.0,0.0,9.0,21.0,28.0,12.0,446.0,263.0,23.0,101.0,1837.0,8.0,5220.0,24262.0,15.0,156.0,294.0,924.0,17.0,469.0,23.0,0.0,61.0,3383.0,7.0,83.0,0.0,11.0,5.0,3.0,25.0,3.0,671.0,106.0,3.0,47.0,0.0,-1.0,62.0,5.0,14.0,358.0,1029.0,0.0,2755.0,70.0,46.0,2.0,7.0,3.0,0.0,29.0,37.0,0.0,690.0,0.0,48.0,3.0,62.0,24.0,4.0,14.0
2022,4,True,False,34,TCU,42,15,3.0,201.0,2.0,16.0,33.0,27.0,7.0,454.0,315.0,37.0,72.0,2899.0,8.0,6825.0,27379.0,16.0,301.0,292.0,744.0,14.0,566.0,25.0,4.0,282.0,3926.0,8.0,80.0,2.0,15.0,8.0,4.0,46.0,6.0,1040.0,136.0,7.0,76.0,5.0,41.0,104.0,5.0,24.0,509.0,1549.0,0.0,4645.0,124.0,76.0,4.0,10.0,3.0,0.0,29.0,46.0,0.0,907.0,0.0,63.0,4.0,71.0,30.0,6.0,17.0
2022,6,False,False,19,UCF,41,14,4.0,209.0,2.0,6.0,22.0,30.0,15.0,451.0,339.0,35.0,68.0,3192.0,9.0,6569.0,25924.0,21.0,240.0,291.0,649.0,19.0,615.0,29.0,0.0,34.0,3377.0,12.0,97.0,6.0,18.0,10.0,4.0,66.0,6.0,1412.0,161.0,7.0,103.0,9.0,41.0,141.0,8.0,34.0,613.0,2025.0,0.0,6367.0,173.0,103.0,6.0,12.0,3.0,0.0,29.0,33.0,0.0,616.0,0.0,63.0,7.0,70.0,21.0,11.0,26.0
2022,7,True,True,40,Navy,34,12,5.0,196.0,0.0,8.0,9.0,37.0,12.0,126.0,211.0,22.0,46.0,2894.0,6.0,3924.0,24935.0,15.0,147.0,54.0,376.0,23.0,708.0,16.0,0.0,57.0,1030.0,9.0,74.0,8.0,21.0,12.0,5.0,82.0,6.0,1775.0,195.0,7.0,136.0,14.0,41.0,172.0,10.0,38.0,726.0,2501.0,0.0,7941.0,227.0,129.0,7.0,12.0,3.0,0.0,29.0,24.0,0.0,471.0,0.0,63.0,7.0,73.0,33.0,12.0,30.0
2022,8,True,False,27,Cincinnati,29,13,6.0,181.0,0.0,11.0,22.0,20.0,13.0,417.0,241.0,19.0,98.0,1686.0,8.0,4841.0,22030.0,14.0,159.0,249.0,837.0,13.0,426.0,14.0,2.0,104.0,3155.0,6.0,66.0,8.0,26.0,12.0,5.0,91.0,7.0,2111.0,250.0,8.0,156.0,14.0,32.0,193.0,12.0,42.0,831.0,2942.0,0.0,9099.0,254.0,145.0,7.0,15.0,4.0,0.0,26.0,23.0,1.0,491.0,0.0,103.0,11.0,87.0,35.0,13.0,35.0
2022,9,False,True,45,Tulsa,34,12,7.0,169.0,0.0,6.0,27.0,17.0,14.0,415.0,257.0,18.0,73.0,1664.0,10.0,4942.0,20790.0,18.0,85.0,241.0,680.0,11.0,429.0,17.0,0.0,28.0,3278.0,8.0,67.0,12.0,29.0,13.0,5.0,106.0,8.0,2290.0,280.0,8.0,177.0,19.0,34.0,224.0,14.0,44.0,911.0,3201.0,0.0,10493.0,294.0,166.0,8.0,17.0,4.0,0.0,26.0,19.0,0.0,303.0,0.0,133.0,14.0,62.0,16.0,15.0,39.0
2022,10,True,True,77,Houston,63,13,8.0,176.0,1.0,7.0,40.0,27.0,9.0,501.0,305.0,17.0,102.0,1847.0,10.0,5929.0,23304.0,19.0,180.0,337.0,909.0,18.0,401.0,12.0,1.0,222.0,4082.0,9.0,80.0,13.0,38.0,14.0,6.0,122.0,10.0,2600.0,363.0,11.0,196.0,21.0,66.0,274.0,17.0,52.0,1069.0,3669.0,0.0,12618.0,322.0,190.0,8.0,19.0,4.0,0.0,26.0,42.0,1.0,837.0,0.0,173.0,16.0,88.0,28.0,20.0,47.0
2022,11,False,True,41,South Florida,23,12,9.0,151.0,0.0,6.0,18.0,31.0,14.0,326.0,232.0,25.0,55.0,2361.0,9.0,4676.0,21226.0,20.0,100.0,188.0,443.0,14.0,442.0,12.0,0.0,49.0,2315.0,11.0,59.0,16.0,40.0,14.0,6.0,136.0,10.0,2979.0,379.0,11.0,224.0,24.0,66.0,320.0,19.0,62.0,1332.0,4311.0,0.0,14508.0,359.0,221.0,8.0,28.0,7.0,0.0,87.0,48.0,1.0,994.0,0.0,291.0,21.0,62.0,14.0,22.0,49.0
2022,12,False,False,24,Tulane,59,14,10.0,172.0,1.0,12.0,30.0,27.0,13.0,379.0,302.0,34.0,56.0,2868.0,5.0,6181.0,24933.0,16.0,227.0,241.0,480.0,16.0,556.0,23.0,0.0,53.0,3313.0,11.0,66.0,17.0,42.0,14.0,6.0,147.0,10.0,3259.0,399.0,11.0,243.0,27.0,66.0,361.0,22.0,67.0,1605.0,4864.0,0.0,16146.0,386.0,251.0,8.0,30.0,8.0,0.0,107.0,33.0,0.0,723.0,0.0,291.0,22.0,57.0,24.0,24.0,54.0
2022,13,True,True,34,Memphis,31,13,11.0,194.0,1.0,16.0,23.0,24.0,11.0,455.0,293.0,30.0,53.0,1851.0,8.0,5492.0,24061.0,16.0,255.0,291.0,480.0,13.0,493.0,27.0,3.0,255.0,3641.0,8.0,88.0,18.0,47.0,19.0,9.0,167.0,12.0,3588.0,449.0,12.0,278.0,32.0,66.0,405.0,23.0,76.0,1746.0,5334.0,0.0,18172.0,438.0,282.0,10.0,32.0,8.0,0.0,107.0,29.0,0.0,673.0,0.0,338.0,24.0,60.0,21.0,25.0,58.0
2023,2,False,False,11,Oklahoma,28,13,1.0,178.0,1.0,20.0,34.0,19.0,6.0,453.0,332.0,32.0,88.0,2368.0,9.0,6591.0,22662.0,20.0,137.0,310.0,756.0,13.0,521.0,23.0,4.0,344.0,4223.0,11.0,87.0,3.0,6.0,0.0,0.0,19.0,2.0,248.0,42.0,0.0,23.0,4.0,19.0,41.0,1.0,7.0,209.0,457.0,0.0,2039.0,38.0,24.0,0.0,3.0,1.0,1.0,16.0,21.0,0.0,442.0,,,,94.0,23.0,6.0,11.0
2023,4,False,False,17,TCU,34,12,3.0,177.0,1.0,8.0,27.0,32.0,4.0,503.0,300.0,19.0,74.0,1854.0,15.0,5600.0,19699.0,19.0,152.0,319.0,643.0,16.0,406.0,15.0,1.0,129.0,3746.0,4.0,82.0,5.0,15.0,3.0,1.0,42.0,6.0,887.0,125.0,0.0,69.0,9.0,26.0,114.0,3.0,16.0,503.0,1390.0,0.0,5525.0,109.0,73.0,2.0,11.0,1.0,1.0,16.0,32.0,0.0,700.0,0.0,35.0,2.0,60.0,22.0,9.0,18.0
2023,5,True,True,34,Charlotte,16,12,4.0,169.0,1.0,11.0,7.0,35.0,6.0,328.0,202.0,16.0,83.0,1740.0,16.0,3753.0,23255.0,22.0,227.0,186.0,703.0,19.0,464.0,24.0,1.0,107.0,2013.0,6.0,40.0,6.0,19.0,5.0,1.0,57.0,6.0,1145.0,145.0,0.0,85.0,12.0,26.0,153.0,5.0,21.0,661.0,1806.0,0.0,7337.0,144.0,94.0,4.0,11.0,1.0,1.0,16.0,30.0,0.0,619.0,0.0,40.0,3.0,60.0,19.0,11.0,24.0
2023,7,False,True,31,East Carolina,10,12,5.0,175.0,0.0,6.0,7.0,26.0,10.0,388.0,181.0,12.0,70.0,1340.0,14.0,3307.0,20874.0,21.0,103.0,208.0,651.0,9.0,386.0,14.0,2.0,73.0,1967.0,7.0,53.0,7.0,27.0,6.0,1.0,71.0,8.0,1280.0,222.0,0.0,99.0,13.0,41.0,191.0,7.0,29.0,889.0,2169.0,0.0,8812.0,167.0,114.0,5.0,13.0,2.0,1.0,31.0,21.0,0.0,330.0,0.0,94.0,6.0,83.0,18.0,13.0,32.0
2023,8,False,True,55,Temple,0,12,6.0,173.0,0.0,3.0,23.0,45.0,2.0,508.0,247.0,9.0,54.0,1155.0,16.0,4475.0,20416.0,25.0,76.0,283.0,440.0,23.0,331.0,14.0,0.0,2.0,3320.0,9.0,66.0,7.0,29.0,6.0,1.0,86.0,9.0,1556.0,242.0,1.0,118.0,13.0,39.0,214.0,7.0,33.0,947.0,2503.0,0.0,10352.0,205.0,128.0,5.0,16.0,3.0,2.0,65.0,39.0,1.0,688.0,0.0,122.0,10.0,67.0,22.0,14.0,37.0
2023,9,True,True,69,Tulsa,10,12,7.0,195.0,0.0,10.0,20.0,16.0,10.0,334.0,238.0,13.0,61.0,2171.0,19.0,4627.0,21386.0,24.0,67.0,190.0,519.0,7.0,527.0,7.0,0.0,-1.0,2456.0,5.0,87.0,8.0,33.0,7.0,2.0,101.0,11.0,1914.0,289.0,1.0,146.0,14.0,106.0,262.0,10.0,43.0,1152.0,3066.0,1.0,12454.0,248.0,163.0,5.0,19.0,4.0,2.0,70.0,15.0,0.0,320.0,0.0,144.0,11.0,65.0,21.0,19.0,45.0
2023,10,False,True,36,Rice,31,13,8.0,158.0,1.0,5.0,29.0,24.0,7.0,431.0,247.0,21.0,74.0,1436.0,16.0,4718.0,24201.0,25.0,223.0,268.0,628.0,16.0,387.0,22.0,0.0,98.0,3282.0,9.0,60.0,9.0,36.0,7.0,2.0,111.0,14.0,2360.0,308.0,1.0,168.0,15.0,129.0,301.0,15.0,47.0,1344.0,3704.0,1.0,14241.0,277.0,189.0,5.0,22.0,6.0,3.0,95.0,26.0,0.0,548.0,0.0,197.0,13.0,59.0,19.0,24.0,53.0
2023,11,True,True,45,North Texas,21,12,9.0,174.0,0.0,10.0,33.0,35.0,4.0,463.0,297.0,19.0,57.0,2294.0,9.0,5951.0,21025.0,19.0,50.0,284.0,559.0,21.0,449.0,11.0,0.0,50.0,3657.0,10.0,73.0,10.0,43.0,8.0,3.0,128.0,17.0,2614.0,374.0,2.0,187.0,18.0,156.0,346.0,17.0,55.0,1567.0,4181.0,1.0,16132.0,312.0,215.0,5.0,24.0,8.0,3.0,95.0,37.0,0.0,720.0,0.0,219.0,14.0,48.0,17.0,28.0,62.0
2023,12,False,True,38,Memphis,34,13,10.0,172.0,0.0,11.0,33.0,28.0,9.0,481.0,295.0,31.0,53.0,1976.0,10.0,5960.0,24285.0,15.0,118.0,321.0,536.0,18.0,429.0,16.0,3.0,205.0,3984.0,5.0,78.0,12.0,46.0,9.0,3.0,139.0,18.0,2848.0,399.0,3.0,198.0,22.0,175.0,404.0,21.0,60.0,1885.0,4733.0,1.0,18138.0,332.0,243.0,6.0,26.0,9.0,3.0,95.0,27.0,0.0,566.0,0.0,219.0,14.0,74.0,23.0,32.0,69.0
2023,13,True,True,59,Navy,14,12,11.0,173.0,0.0,10.0,10.0,26.0,14.0,199.0,174.0,16.0,68.0,2335.0,5.0,3603.0,22507.0,12.0,176.0,102.0,552.0,16.0,548.0,20.0,1.0,174.0,1268.0,7.0,50.0,13.0,49.0,9.0,3.0,149.0,19.0,3134.0,439.0,4.0,213.0,23.0,190.0,446.0,24.0,64.0,2043.0,5177.0,1.0,19828.0,355.0,266.0,6.0,28.0,9.0,3.0,95.0,24.0,0.0,477.0,0.0,254.0,16.0,62.0,28.0,33.0,73.0
2023,14,False,True,26,Tulane,14,14,12.0,186.0,1.0,17.0,25.0,32.0,11.0,368.0,257.0,16.0,67.0,2171.0,7.0,5181.0,26329.0,20.0,126.0,229.0,600.0,19.0,527.0,15.0,0.0,138.0,3010.0,13.0,71.0,14.0,52.0,10.0,4.0,162.0,24.0,3503.0,464.0,5.0,231.0,24.0,221.0,480.0,27.0,69.0,2161.0,5664.0,1.0,21504.0,384.0,286.0,6.0,31.0,10.0,4.0,169.0,28.0,1.0,670.0,0.0,308.0,18.0,86.0,35.0,37.0,84.0
2024,2,True,False,15,BYU,18,13,2.0,139.0,1.0,20.0,20.0,24.0,7.0,355.0,266.0,18.0,57.0,1920.0,11.0,4725.0,22264.0,18.0,130.0,203.0,481.0,18.0,411.0,14.0,1.0,113.0,2805.0,7.0,49.0,2.0,17.0,2.0,1.0,26.0,3.0,534.0,170.0,1.0,37.0,3.0,28.0,88.0,6.0,14.0,469.0,1003.0,0.0,3527.0,58.0,50.0,1.0,4.0,2.0,0.0,-5.0,20.0,3.0,531.0,0.0,120.0,5.0,58.0,16.0,4.0,15.0
2024,4,True,True,66,TCU,42,13,3.0,153.0,1.0,8.0,25.0,20.0,6.0,454.0,273.0,26.0,68.0,1383.0,10.0,5194.0,20427.0,21.0,274.0,305.0,646.0,16.0,359.0,24.0,0.0,45.0,3811.0,11.0,67.0,4.0,24.0,5.0,3.0,42.0,7.0,678.0,239.0,2.0,54.0,7.0,50.0,124.0,6.0,17.0,586.0,1264.0,0.0,5274.0,94.0,68.0,2.0,4.0,4.0,0.0,42.0,18.0,0.0,315.0,0.0,151.0,7.0,58.0,23.0,5.0,21.0
2024,5,True,True,42,Florida State,16,12,4.0,160.0,0.0,4.0,11.0,32.0,2.0,355.0,182.0,8.0,67.0,1089.0,13.0,3253.0,19572.0,22.0,33.0,179.0,575.0,20.0,377.0,14.0,0.0,69.0,2164.0,9.0,46.0,5.0,31.0,6.0,4.0,54.0,8.0,815.0,316.0,5.0,68.0,8.0,119.0,166.0,9.0,24.0,824.0,1639.0,1.0,6934.0,113.0,91.0,2.0,6.0,6.0,1.0,139.0,25.0,1.0,541.0,0.0,202.0,10.0,69.0,24.0,6.0,26.0
2024,6,False,True,34,Louisville,27,13,5.0,141.0,0.0,9.0,23.0,20.0,7.0,402.0,261.0,27.0,77.0,2245.0,6.0,5514.0,21567.0,10.0,162.0,255.0,599.0,8.0,389.0,29.0,0.0,62.0,3269.0,4.0,56.0,6.0,38.0,7.0,5.0,69.0,12.0,1069.0,377.0,5.0,84.0,11.0,120.0,213.0,11.0,32.0,1050.0,2119.0,1.0,9075.0,136.0,114.0,2.0,9.0,9.0,2.0,246.0,30.0,1.0,616.0,0.0,202.0,10.0,76.0,29.0,7.0,27.0
2024,8,False,True,40,Stanford,10,12,6.0,162.0,1.0,9.0,18.0,41.0,7.0,370.0,222.0,11.0,65.0,1606.0,17.0,3901.0,22812.0,22.0,166.0,224.0,588.0,23.0,435.0,15.0,1.0,168.0,2295.0,5.0,56.0,6.0,45.0,7.0,5.0,80.0,12.0,1360.0,454.0,5.0,106.0,11.0,120.0,248.0,14.0,37.0,1240.0,2600.0,1.0,10612.0,164.0,140.0,2.0,10.0,10.0,2.0,246.0,15.0,0.0,245.0,0.0,202.0,10.0,63.0,25.0,10.0,33.0
2024,9,False,True,28,Duke,27,13,7.0,159.0,0.0,12.0,26.0,13.0,14.0,422.0,212.0,13.0,66.0,1160.0,12.0,4099.0,19566.0,18.0,251.0,255.0,636.0,5.0,357.0,26.0,1.0,152.0,2939.0,6.0,46.0,7.0,55.0,10.0,7.0,92.0,15.0,1682.0,554.0,5.0,123.0,13.0,138.0,285.0,16.0,42.0,1420.0,3102.0,1.0,12247.0,191.0,162.0,3.0,13.0,12.0,2.0,284.0,20.0,0.0,417.0,0.0,270.0,14.0,110.0,41.0,16.0,44.0
2024,10,True,True,48,Pittsburgh,25,13,8.0,157.0,2.0,12.0,27.0,21.0,4.0,467.0,269.0,14.0,83.0,1542.0,13.0,4872.0,18744.0,17.0,257.0,284.0,757.0,11.0,355.0,26.0,4.0,165.0,3330.0,4.0,59.0,8.0,62.0,16.0,10.0,104.0,16.0,1940.0,639.0,5.0,136.0,15.0,143.0,335.0,19.0,48.0,1631.0,3571.0,1.0,13895.0,215.0,185.0,6.0,14.0,12.0,2.0,284.0,31.0,0.0,628.0,0.0,306.0,16.0,99.0,39.0,17.0,47.0
2024,12,True,True,38,Boston College,28,13,9.0,167.0,0.0,16.0,24.0,32.0,7.0,289.0,232.0,22.0,54.0,2134.0,7.0,4424.0,22950.0,15.0,136.0,181.0,520.0,16.0,497.0,22.0,3.0,310.0,2290.0,8.0,72.0,8.0,72.0,16.0,10.0,118.0,17.0,2246.0,724.0,6.0,154.0,15.0,144.0,371.0,23.0,55.0,1792.0,4038.0,1.0,15591.0,246.0,204.0,6.0,16.0,13.0,2.0,284.0,16.0,0.0,245.0,0.0,348.0,17.0,61.0,26.0,20.0,56.0
2024,13,False,True,33,Virginia,7,12,10.0,182.0,0.0,9.0,16.0,29.0,6.0,401.0,232.0,14.0,62.0,1594.0,14.0,4342.0,21526.0,19.0,120.0,246.0,544.0,15.0,431.0,19.0,0.0,80.0,2748.0,5.0,62.0,9.0,78.0,17.0,10.0,128.0,18.0,2544.0,777.0,6.0,178.0,16.0,156.0,401.0,24.0,59.0,1932.0,4476.0,1.0,17082.0,281.0,229.0,7.0,19.0,14.0,2.0,284.0,19.0,0.0,324.0,0.0,400.0,20.0,57.0,21.0,23.0,59.0
2024,14,True,True,38,California,6,13,11.0,175.0,0.0,17.0,16.0,24.0,5.0,425.0,248.0,16.0,91.0,1407.0,7.0,4603.0,21708.0,10.0,75.0,283.0,731.0,11.0,395.0,17.0,1.0,111.0,3196.0,3.0,66.0,9.0,84.0,19.0,11.0,142.0,21.0,2867.0,825.0,6.0,203.0,16.0,205.0,436.0,26.0,67.0,2043.0,4910.0,1.0,18787.0,314.0,249.0,8.0,21.0,14.0,2.0,284.0,16.0,1.0,330.0,0.0,400.0,20.0,70.0,32.0,32.0,71.0
2024,15,True,False,31,Clemson,34,14,12.0,186.0,0.0,15.0,34.0,19.0,10.0,486.0,315.0,23.0,64.0,2357.0,6.0,5920.0,23989.0,9.0,161.0,305.0,602.0,12.0,446.0,18.0,2.0,131.0,3563.0,3.0,84.0,9.0,101.0,19.0,11.0,152.0,23.0,3167.0,962.0,6.0,227.0,17.0,216.0,466.0,28.0,70.0,2158.0,5325.0,1.0,20510.0,348.0,269.0,8.0,24.0,15.0,2.0,307.0,15.0,0.0,287.0,0.0,400.0,20.0,83.0,33.0,37.0,87.0
